Name,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,WAR,ERA+,FIP,ERA,Position,player_age,strikeout_score,contact_score,overall_score
shane bieber,120.1,111.2,27.8,17.6,7,0.4,2.8,27.4,7.1,0.397399661,0.982054455,0.8813,0.1766,0.1338,0.6896,0.1246,0.1948,0.788571429,0.1449,0.1396,0.82122093,0.1998,0.2159,-0.0059,-0.0182,-0.0103,14.14,44.87,4.03,20.62,2.82,-2.57,-21.07,39.43890095,47.33283204,34.3,10.83,0.321978673,23.5,0.291089109,0.081662413,0.866321244,0.76,SP,0,0.576468577,-0.322135714,0.521269874
shawn armstrong,240.4,215,45.8,30.6,9.2,1.8,4.2,61.1,18.2,0.634821933,0.640470297,0.7957,0.3192,0.2774,0.4034,0.225,0.3643,0.36952381,0.2931,0.2978,0.483527132,0.3067,0.3505,-0.0207,-0.0451,-0.0265,71.69,87.77,19.13,34.79,7.04,-4.7,-33.49,76.8867852,93.35582448,67.3,20.68,0.579976303,49.18,0.384158416,0.596791834,0.461312608,2.934,RP,34,0.589238957,-1.041905238,0.446904436
shelby miller,184.1,164.1,31.1,19.1,6.2,0,5.8,47.6,13.7,0.650650085,0.629950495,0.8124,0.3269,0.262,0.4111,0.2215,0.3811,0.401904762,0.294,0.2946,0.387596899,0.3032,0.3622,-0.0339,-0.0542,-0.0376,71.18,89.88,15.57,33.1,8.03,-5.41,-39.88,79.39218745,94.57630579,65.37,19.92,0.695793839,48.64,0.374257426,0.394094058,0.469948187,2.729,RP,34,0.607442656,-1.246499048,0.412461448
shota imanaga,409.7,388.6,84.2,51.9,14.9,0.3,17.1,94.7,17.9,0.418315432,0.882425743,0.8285,0.3115,0.2007,0.4878,0.1842,0.338,0.513650794,0.2373,0.2134,0.415697674,0.2681,0.2906,-0.0127,-0.0265,-0.0161,57.92,71.63,16.49,27.25,7.78,-5.41,-30.94,63.35239556,75.33698108,58.79,15.7,0.460308057,43.86,0.601980198,0.369303682,0.411744387,2.448,SP,31,0.52321173,-1.231579841,0.480708271
steven matz,274.3,253.3,65.3,45.2,12.1,1.2,6.8,55.5,16.4,0.466365178,0.734529703,0.7403,0.4004,0.3087,0.2909,0.2461,0.3954,0.237142857,0.3016,0.2967,0.435077519,0.3565,0.3474,0.0136,0.005,0.0067,71.03,88.7,11.95,35.1,5.96,-6.51,-36.61,77.98195281,93.89841504,65.04,15.67,0.463270142,47.95,0.364356436,0.331024426,0.593264249,2.317,SP,34,0.512812041,-1.621741429,0.400919662
taylor rogers,203.4,176.7,40.7,25.1,9.3,1,5.3,53.5,21.6,0.647258338,0.433168317,0.7697,0.3835,0.3196,0.2969,0.2212,0.3656,0.242539683,0.2992,0.3135,0.46124031,0.3675,0.356,0.0091,0.0179,0.0074,71.02,88.3,13.42,32.3,8.5,-4.68,-37.26,76.65202308,94.10794857,59.68,16.29,0.568127962,43.04,0.326732673,0.492526431,0.312262522,3.201,RP,34,0.543497615,-1.060662063,0.338711781
tim hill,237.4,217.1,56.9,44.3,7.4,0.2,5,29,15.5,0.257490107,0.696163366,0.7385,0.3732,0.3132,0.3136,0.2633,0.3851,0.265079365,0.3095,0.3187,0.569282946,0.3126,0.325,-0.0018,-0.0119,-0.01,71.22,89.48,-2.31,21.77,5.53,-4.07,-43.38,77.81095011,94.92767504,69.94,12.22,0.29443128,52.41,0.354455446,0.384979949,0.448013817,2.473,RP,35,0.418665679,-0.883794127,0.370752642
tim mayza,121.5,110.8,30.7,19.7,8,0.6,2.4,23,8,0.451667609,0.795173267,0.7356,0.4302,0.3056,0.2642,0.2345,0.3953,0.221587302,0.2962,0.2858,0.381782946,0.3634,0.3419,0.0299,0.0349,0.017,71.48,88.4,8.49,35.09,8.61,-6.52,-36.77,78.19996799,93.3729172,61.77,14.02,0.504443128,46.16,0.299009901,0.207072548,0.910189983,0.304,RP,33,0.522224464,-1.62988254,0.448491935
tommy kahnle,188.7,165.8,34.2,19.3,7.9,0.5,6.5,43.4,21,0.566704353,0.413366337,0.7954,0.3743,0.2985,0.3272,0.2257,0.3845,0.273650794,0.3113,0.3175,0.391472868,0.3319,0.3525,-0.0211,-0.0102,-0.0145,71.92,87.27,9.1,30.01,8.06,-4.02,-31.72,75.90350718,93.40315934,66.62,20.38,0.75207346,45.52,0.176237624,0.160408312,0.577720207,2.4,RP,35,0.556601185,-0.852949841,0.31299917
tomoyuki sugano,279,257.5,67.5,46.5,9.5,1,10.5,42.5,16,0.122102883,0.925742574,0.869,0.2145,0.156,0.6295,0.149,0.2605,0.707936508,0.1855,0.173,0.620639535,0.175,0.208,-0.018,-0.046,-0.0255,36.15,44.85,7.2,19.35,5.55,-1.55,-18.8,39.7213757,47.10484876,33.25,4.95,0.11700237,23.7,0.324752475,0.160408312,0.557858377,2.285,SP,35,0.381007998,-0.031512698,0.43845222
trevor richards,160.6,137.9,31.3,20.7,5.7,0.2,4.7,42.1,18.5,0.528547202,0.517326733,0.678,0.4372,0.3839,0.1789,0.2357,0.3343,0.082539683,0.2942,0.3161,0.683139535,0.421,0.3361,0.0863,0.1029,0.0628,70.84,86.74,16.45,44.32,4.12,-5.01,-29.24,76.53091086,92.79166197,66.04,17.13,0.585604265,47.78,0.184158416,0.162960262,0.628324698,2.355,RP,32,0.574338694,-1.206312063,0.292844923
tyler alexander,344.2,315.1,81.8,55,14,1.8,11,71.3,22.2,0.50508762,0.715346535,0.7409,0.4171,0.3092,0.2737,0.2654,0.4405,0.223492063,0.3252,0.3156,0.3125,0.3713,0.3897,-0.0063,-0.0234,-0.0126,57.15,88.91,18.01,37.94,7.82,-6.62,-38.47,77.9647174,94.14204307,66.88,16.11,0.482523697,49.44,0.184158416,0.240247904,0.433678756,4.005,RP,30,0.501852702,-1.657191587,0.278099145
tyler anderson,633.8,562.6,140.1,82,30.6,2.8,24.7,115.4,60.7,0.420576597,0.511757426,0.7492,0.4507,0.326,0.2233,0.2543,0.4532,0.155873016,0.3381,0.331,0.197189922,0.3686,0.3754,-0.0035,-0.0025,-0.0042,72.16,87.46,19.6,38.15,9.06,-5.48,-33.16,76.18211514,93.43414764,70.52,19.36,0.636848341,49.13,0.6,0.350346336,0.104145078,4.509,SP,35,0.459016951,-1.322865397,0.312487394
tyler kinley,224.2,192.5,46,29,10,0.6,6.4,55,27.1,0.591859808,0.386757426,0.7505,0.41,0.34,0.25,0.2428,0.3851,0.181904762,0.3182,0.337,0.471414729,0.3828,0.372,0.0067,0.0249,0.0075,71.27,87.31,18.25,39.04,7.19,-5.4,-30.82,76.22382168,93.38538626,70.11,19.73,0.748815166,49.24,0.281188119,0.279256289,0.427979275,4.097,RP,34,0.573836923,-1.290469048,0.304982428
tyler mahle,191.2,174.4,38.6,28.6,5.9,0.8,3.3,36.6,15.7,0.471735444,0.637376238,0.7636,0.3586,0.2957,0.3457,0.2523,0.3967,0.301587302,0.3111,0.3127,0.46124031,0.3233,0.3549,-0.0159,-0.0381,-0.0231,57.49,88.44,14.76,33.95,7.01,-4.55,-35.95,77.41073273,93.85619971,67.89,20.31,0.554206161,48.62,0.394059406,0.289828655,0.70552677,1.17,SP,30,0.527505791,-1.01646254,0.448159044
tyler rogers,264.8,250.9,59.3,44.1,10,0.2,5,46.8,8.1,0.403617863,0.919554455,0.7643,0.3338,0.2662,0.4,0.2349,0.3144,0.385396825,0.2564,0.2669,0.775678295,0.3,0.2926,0.0008,0.0194,0.0052,70.51,84.79,1.74,25.26,2.56,-2.84,-28.8,72.54448932,92.54079659,70.4,14.75,0.401658768,53.34,0.596039604,0.64600802,0.458549223,2.374,RP,34,0.580629539,-0.492390635,0.522657617
wade miley,134.5,119.3,29.1,18.5,5.4,0.2,5,19.9,11.8,0.234595817,0.421410891,0.7209,0.4662,0.3746,0.1592,0.3167,0.5428,0.046031746,0.4099,0.4067,0.063953488,0.3687,0.4237,-0.0376,-0.0766,-0.0414,71.53,90.71,9.87,36.44,10.38,-3.67,-38.2,81.14534543,94.55001225,62.33,10.42,0.226599526,42.75,0.318811881,0.099890631,0.837996546,0.628,SP,38,0.235431479,-0.800603651,0.376227003
walker buehler,351.7,308.4,85.7,57.3,12,1.1,15.3,60.2,34.9,0.298191068,0.620668317,0.7768,0.3808,0.2883,0.3309,0.2211,0.3679,0.293650794,0.2857,0.2872,0.449612403,0.3184,0.3127,0.0021,0.0129,0.0048,57.42,70.64,8.29,28.61,6.92,-3.96,-30.24,61.43485355,75.31594585,52.18,9.94,0.308649289,35.72,0.055445545,0.219467736,0.203454231,4.339,SP,30,0.396108251,-0.838569841,0.180293639
wandy peralta,218,189.7,41.1,28.9,6.3,1.2,4.7,41.8,22.9,0.435274166,0.465346535,0.7827,0.341,0.3108,0.3482,0.2618,0.4066,0.296190476,0.3345,0.3509,0.458817829,0.3015,0.3662,-0.0445,-0.0656,-0.0448,72.39,87.99,3.87,30.98,7.38,-4.22,-37.58,75.65171625,94.26796966,68.73,15.64,0.622630332,48.09,0.35049505,0.343784178,0.513816926,2.271,RP,33,0.502204222,-0.909791905,0.387288523
zac gallen,677.5,618.3,151.5,94,32.6,3.6,21.3,157.8,51.6,0.561051441,0.620668317,0.7548,0.4142,0.3082,0.2776,0.2571,0.4366,0.218730159,0.3282,0.3193,0.28875969,0.3737,0.3941,-0.0119,-0.0224,-0.0141,71.99,90.6,12.5,35.5,9.11,-7.07,-42.44,80.3535122,94.79869475,63.93,12.93,0.59478673,45.3,0.683168317,0.386438206,0.331433506,4.174,SP,29,0.528637053,-1.789173968,0.42541422
zach eflin,500.3,474.6,125.4,80.5,24.1,1.4,19.4,102.4,18.5,0.4522329,0.86509901,0.7248,0.4755,0.3057,0.2188,0.2564,0.4381,0.157777778,0.3116,0.2881,0.276647287,0.3957,0.3679,0.0188,0.0374,0.0217,71.92,88.73,11.51,31.84,8.75,-5.22,-37.15,77.44245531,94.17579776,66.26,14.42,0.490225118,50.03,0.479207921,0.331753555,0.213298791,4.742,SP,31,0.511086665,-1.255864444,0.30565828
zack littell,578.1,546.4,140,89.8,26.7,0.8,22.7,108.6,23.7,0.438665913,0.854579208,0.7438,0.433,0.292,0.275,0.2693,0.4577,0.227936508,0.3282,0.3053,0.248062016,0.3646,0.3865,-0.0131,-0.0247,-0.017,72.11,89.96,14.89,33.94,9.54,-5.18,-39.94,79.69976586,94.36325394,70.93,13.87,0.482227488,52.55,0.689108911,0.399562523,0.22746114,3.814,RP,29,0.496796265,-1.226872698,0.400470821
