Name,Position,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
a.j. minter,RP,621345,2024,30,134,121,24,16,2,0,6,35,11,26.1,8.2,0.198,0.364,0.271,0.635,0.208,0.367,0.277,0.283,0.279,0.159,0.336,0.346,-0.01,-0.003,-0.006,71.9,87.3,15.3,26.4,6.9,4.6,33.3,75.61160767,93.75628259,72.6,18.9,28.4,52.7
jack flaherty,SP,656427,2024,28,649,605,135,88,18,5,24,194,38,29.9,5.9,0.223,0.388,0.273,0.661,0.233,0.38,0.288,0.292,0.284,0.147,0.382,0.391,-0.01,0.008,-0.004,71.4,88.4,14,36.1,7.7,4.8,35.9,77.44586236,93.77647899,65,21.1,32.1,46.2
robert suarez,RP,663158,2024,33,258,240,52,38,7,0,7,59,16,22.9,6.2,0.217,0.333,0.265,0.598,0.218,0.355,0.262,0.272,0.267,0.137,0.311,0.326,-0.001,-0.022,-0.01,70.6,89,16,30.6,7.7,4.4,40.4,78.547847,94.08298422,77.4,21.9,24.3,55.6
wandy peralta,RP,593974,2024,32,162,143,33,24,3,0,6,22,13,13.6,8,0.231,0.378,0.315,0.693,0.265,0.427,0.307,0.346,0.348,0.163,0.305,0.357,-0.034,-0.049,-0.039,72.4,89.1,7,32,8.2,5.7,43.4,77.14780417,94.76149513,68.9,9,19.1,48.6
edwin diaz,RP,621242,2024,30,216,192,36,24,4,1,7,84,20,38.9,9.3,0.188,0.328,0.273,0.601,0.166,0.284,0.269,0.246,0.254,0.118,0.386,0.34,0.022,0.044,0.023,71.2,85.9,13.9,32.1,7.3,7.3,30.3,74.69699982,92.65311982,68.4,28.6,38.1,48.9
walker buehler,SP,621111,2024,29,344,308,89,56,15,2,16,64,28,18.6,8.1,0.289,0.506,0.356,0.862,0.262,0.428,0.37,0.334,0.334,0.166,0.423,0.374,0.027,0.078,0.036,70.9,88.3,10.8,36.2,6.9,5.7,37.8,77.41833298,93.88323116,65.6,12.3,19.4,45.4
brandon woodruff,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jose quintana,SP,500779,2024,35,717,634,150,96,29,3,22,135,63,18.8,8.8,0.237,0.396,0.314,0.71,0.257,0.406,0.312,0.327,0.334,0.15,0.339,0.361,-0.02,-0.01,-0.015,71.8,88,10.7,32.9,6.7,7.3,38.2,76.44604848,93.89600374,64.5,12,22.2,43.1
michael king,SP,650633,2024,29,726,653,144,98,27,2,17,201,63,27.7,8.7,0.221,0.346,0.296,0.642,0.226,0.359,0.284,0.293,0.301,0.134,0.349,0.364,-0.005,-0.013,-0.009,71.5,85.7,13.8,35.2,6.2,5.1,30.3,73.98135973,92.67165699,60.8,20.9,29.3,45.4
liam hendriks,RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael lorenzen,SP,547179,2024,32,535,468,101,63,20,1,17,97,59,18.1,11,0.216,0.372,0.31,0.682,0.243,0.412,0.303,0.329,0.334,0.17,0.314,0.352,-0.027,-0.04,-0.026,71.6,88.5,15.1,32.2,8,8.6,39.4,76.90299382,94.18524995,67.7,16.8,22.8,44.7
martín pérez,SP,527048,2024,33,590,533,151,101,28,0,22,107,49,18.1,8.3,0.283,0.46,0.349,0.809,0.278,0.468,0.351,0.353,0.344,0.191,0.396,0.399,0.005,-0.008,-0.002,72.5,89,11.2,34.3,8.6,7.9,41.5,76.89241338,94.74982906,64.7,13.7,21,46
paul sewald,RP,623149,2024,34,165,151,35,16,13,0,6,43,10,26.1,6.1,0.232,0.437,0.291,0.728,0.229,0.409,0.311,0.301,0.289,0.18,0.392,0.377,0.003,0.028,0.01,71.6,90,26,34.9,9.2,8.3,42.2,79.84575204,94.37907804,72,20.4,24.4,52.8
shota imanaga,SP,684007,2024,30,694,662,149,98,23,1,27,174,28,25.1,4,0.225,0.385,0.259,0.644,0.234,0.39,0.279,0.286,0.268,0.156,0.352,0.362,-0.009,-0.005,-0.007,71.9,88.6,17.8,36,8.6,5.7,39.3,77.58623086,93.93142473,75.3,20,28.3,55.7
kodai senga,SP,673540,2024,31,20,18,2,1,0,0,1,9,1,45,5,0.111,0.278,0.2,0.478,0.19,0.501,0.217,0.33,0.271,0.312,0.326,0.576,-0.079,-0.223,-0.113,73,90.2,21.8,55.6,22.2,11.1,55.6,78.681838,96.37379889,71.8,17.9,30,54.8
matt strahm,RP,621381,2024,32,237,217,36,20,12,0,4,79,11,33.3,4.6,0.166,0.276,0.224,0.5,0.187,0.309,0.221,0.243,0.243,0.121,0.29,0.327,-0.021,-0.033,-0.022,71.3,89.2,21.6,36.2,7.1,8.5,37.6,78.994658,93.95267821,70,22,26.7,53.1
lucas giolito,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jose alvarado,RP,621237,2024,29,258,228,49,33,8,2,6,63,28,24.4,10.9,0.215,0.346,0.302,0.648,0.238,0.368,0.288,0.308,0.323,0.13,0.329,0.36,-0.023,-0.022,-0.02,71.4,89.5,12.6,31.3,6.6,6.6,41,78.48510366,94.47959988,67.3,18.7,28.4,46.6
andrew kittredge,RP,552640,2024,34,287,263,60,37,12,1,10,67,20,23.3,7,0.228,0.395,0.28,0.675,0.25,0.412,0.289,0.308,0.302,0.162,0.351,0.378,-0.022,-0.017,-0.019,71.7,88.9,11.8,33,8.5,5.5,39.5,78.23591636,94.03377122,67.9,15.6,27.8,53.5
freddy peralta,SP,642547,2024,28,725,639,143,92,24,1,26,200,68,27.6,9.4,0.224,0.387,0.307,0.694,0.224,0.377,0.305,0.304,0.308,0.153,0.375,0.374,0,0.01,0.001,71.1,87.6,17.3,35.3,8.7,7.6,36.9,75.95026724,93.64080975,70.4,22.7,31.1,46.9
pete fairbanks,RP,664126,2024,30,185,166,36,28,4,0,4,44,17,23.8,9.2,0.217,0.313,0.288,0.601,0.255,0.394,0.265,0.312,0.323,0.139,0.308,0.377,-0.038,-0.081,-0.047,71.1,89.1,15.3,31.5,5.6,4.8,41.1,78.05730607,94.44969844,63.3,15,21.8,44.8
pierce johnson,RP,572955,2024,33,236,209,48,33,8,1,6,67,25,28.4,10.6,0.23,0.364,0.318,0.682,0.224,0.368,0.302,0.302,0.313,0.145,0.373,0.373,0.006,-0.004,0,71.5,89.4,11.7,33.8,8.5,6.3,39.4,79.0014093,94.0271843,61,18.8,28.1,45.1
scott barlow,RP,605130,2024,31,241,204,44,27,11,0,6,68,31,28.2,12.9,0.216,0.358,0.328,0.686,0.231,0.363,0.306,0.315,0.341,0.131,0.362,0.378,-0.015,-0.005,-0.009,70.8,86.2,9,33.3,5.8,2.9,32.6,73.84679246,93.29885116,64.5,19.4,33.6,42.6
john means,SP,607644,2024,31,80,76,16,9,4,1,2,16,2,20,2.5,0.211,0.368,0.237,0.605,0.268,0.469,0.259,0.332,0.298,0.201,0.306,0.401,-0.057,-0.101,-0.073,72.8,90.9,26.5,39.3,6.6,16.4,52.5,80.28911867,95.43342517,70.1,22.7,26.3,48.8
andres munoz,RP,662253,2024,25,232,202,31,22,3,0,6,77,26,33.2,11.2,0.153,0.257,0.259,0.516,0.178,0.308,0.233,0.266,0.282,0.13,0.281,0.342,-0.025,-0.051,-0.033,70.1,86.3,1.5,31,8.7,2.4,33.3,74.79866397,92.94803352,62.7,24.3,39.8,45.4
colin rea,RP,607067,2024,33,714,656,169,105,33,2,29,135,43,18.9,6,0.258,0.447,0.311,0.758,0.272,0.452,0.327,0.339,0.326,0.181,0.374,0.391,-0.014,-0.005,-0.012,72.2,90.4,15.2,36.3,8.7,6.8,42,80.21367819,94.59441517,67.7,15.3,19.3,46.8
kyle hart,RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler kinley,RP,641755,2024,33,285,246,61,34,14,2,11,72,33,25.3,11.6,0.248,0.455,0.338,0.793,0.244,0.408,0.341,0.325,0.336,0.164,0.414,0.39,0.004,0.047,0.016,71.3,87.5,15.5,37.6,9,5.1,33.1,75.74942557,93.74862783,71.2,20.8,33.1,50
jonathan loaisiga,RP,642528,2024,29,20,19,7,7,0,0,0,3,1,15,5,0.368,0.368,0.4,0.768,0.314,0.367,0.343,0.319,0.349,0.052,0.386,0.355,0.054,0.001,0.024,68.9,81.8,3,43.8,0,6.3,18.8,70.366875,91.07143,63.6,4.8,15.6,52.5
brooks raley,RP,548384,2024,36,25,21,2,1,1,0,0,9,3,36,12,0.095,0.143,0.2,0.343,0.162,0.368,0.168,0.28,0.264,0.206,0.164,0.379,-0.067,-0.225,-0.112,71.8,82.8,15.9,23.1,15.4,7.7,30.8,69.72935714,92.64690154,59.6,14.7,24.1,45.4
jose urquidy,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jose quijada,RP,650671,2024,28,84,63,12,10,1,0,1,24,17,28.6,20.2,0.19,0.254,0.373,0.627,0.214,0.349,0.305,0.343,0.392,0.136,0.303,0.382,-0.024,-0.095,-0.038,70.3,90.7,24.2,46.3,4.9,14.6,39,81.784026,94.38315575,76.4,24.6,33.7,47
alex vesia,RP,681911,2024,28,263,223,33,16,9,1,7,87,33,33.1,12.5,0.148,0.291,0.26,0.551,0.157,0.319,0.246,0.26,0.267,0.163,0.302,0.328,-0.009,-0.028,-0.014,71.5,87.5,30,29.3,12.1,3.6,35,76.24616485,93.46804103,70,26.2,31.3,47.5
brent suter,RP,608718,2024,34,270,253,63,41,11,1,10,50,12,18.5,4.4,0.249,0.419,0.289,0.708,0.27,0.416,0.305,0.316,0.309,0.146,0.351,0.365,-0.021,0.003,-0.011,71.2,86.1,13.8,33.7,7.3,3.9,30.2,74.75766255,92.79307557,71.1,12.2,20.2,49.8
tim hill,RP,657612,2024,34,290,265,77,68,7,0,2,31,19,10.7,6.6,0.291,0.34,0.339,0.679,0.263,0.323,0.3,0.292,0.319,0.061,0.307,0.298,0.028,0.017,0.008,70.7,88,-6.8,20.2,1.7,5,40.8,75.64673393,94.32560043,66.3,8.6,12.8,50.8
drew smith,RP,622098,2024,30,79,68,18,11,4,1,2,23,9,29.1,11.4,0.265,0.441,0.342,0.783,0.23,0.397,0.337,0.324,0.327,0.167,0.434,0.415,0.035,0.044,0.013,71.9,91.6,24.9,38.3,10.6,4.3,38.3,82.67748522,94.75500348,75.4,24.6,31,53
justin topa,RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris sale,SP,519242,2024,35,702,652,141,96,32,4,9,225,39,32.1,5.6,0.216,0.319,0.269,0.588,0.213,0.317,0.26,0.261,0.266,0.105,0.35,0.351,0.003,0.002,-0.001,70.6,86.5,9.6,34.9,5.6,4.9,31.2,75.01680509,93.04619066,63.9,21.7,31,49
elvin rodriguez,RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
