Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Austin Wynns,642851,2024,33,19,20,7,3,4,0,0,5,0,25,0,0.368,0.579,0.4,0.979,2,6,0,0,0.289,0.367,0.419,0.307,0.325,0.078,0.547,0.388,0.079,0.212,0.112,69.5,91.5,15.8,50,0,14.3,35.7,99.98801,93.994005,61.9,15.4,25.6,52,,25.2
 Taylor Ward,621493,2024,30,585,663,144,91,26,2,25,163,63,24.6,9.5,0.246,0.426,0.323,0.749,75,208,4,6,0.251,0.458,0.325,0.344,0.331,0.207,0.389,0.419,-0.005,-0.032,-0.019,69.8,90.9,17.4,41.9,13,6.7,42.4,100.0177516,94.46458564,64.8,17.7,25.5,43.2,4,26.8
 Cole Tucker,657061,2024,27,50,57,9,4,4,1,0,17,6,29.8,10.5,0.18,0.3,0.263,0.563,3,17,1,3,0.197,0.269,0.25,0.256,0.284,0.071,0.298,0.308,-0.017,0.031,-0.006,65.6,90.2,7.7,35.3,0,11.8,44.1,98.34589294,93.60558618,65,17.1,27.2,43.5,,28
 James Wood,695578,2024,21,295,336,78,52,13,4,9,97,39,28.9,11.6,0.264,0.427,0.354,0.781,41,122,8,14,0.265,0.435,0.342,0.348,0.355,0.169,0.439,0.45,-0.001,-0.008,-0.006,73.9,92.8,2.4,31.3,10.6,6.1,52,104.6770133,97.02844878,55.3,20,29.6,38.2,-5,28.7
 Liover Peguero,678894,2024,23,10,10,2,1,1,0,0,3,0,30,0,0.2,0.3,0.2,0.5,2,3,0,0,0.271,0.346,0.214,0.268,0.271,0.075,0.305,0.382,-0.071,-0.046,-0.054,69.4,84.4,6,42.9,0,14.3,28.6,92.7549225,91.91511714,68.2,20,40,54.3,,
 Austin Hedges,595978,2024,31,132,146,20,15,3,0,2,50,6,34.2,4.1,0.152,0.22,0.203,0.423,15,66,0,2,0.127,0.179,0.191,0.166,0.18,0.052,0.251,0.208,0.025,0.041,0.025,69.8,84.8,21.4,24.1,1.1,5.7,24.1,94.67825512,91.40061728,76,23.6,32.9,54.5,,25.3
 Eric Wagaman,676572,2024,26,72,74,18,11,5,0,2,17,2,23,2.7,0.25,0.403,0.27,0.673,10,32,0,0,0.267,0.412,0.29,0.302,0.287,0.146,0.365,0.383,-0.017,-0.009,-0.012,71.1,91.7,8.3,38.2,5.5,12.7,40,101.3183515,95.37556222,73,10,20.9,51.7,,27.1
 Daniel Vogelbach,596129,2024,31,70,79,13,7,5,0,1,17,9,21.5,11.4,0.186,0.3,0.278,0.578,8,38,0,0,0.273,0.466,0.262,0.36,0.358,0.193,0.273,0.422,-0.087,-0.166,-0.098,72.5,90.9,8.1,35.8,9.4,5.7,45.1,101.4818269,95.23858157,42.4,8.2,15.7,29.8,,23.9
 Nick Gordon,624503,2024,28,260,275,59,39,11,1,8,67,11,24.4,4,0.227,0.369,0.258,0.627,32,107,5,5,0.218,0.351,0.271,0.263,0.252,0.133,0.338,0.327,0.009,0.018,0.008,68.2,86.1,6.5,34.7,6.1,3.1,29.6,96.56786773,92.32177593,78.6,23.1,32,59.8,-2,27.6
 Zach Dezenzo,701305,2024,24,62,65,15,11,2,0,2,22,3,33.8,4.6,0.242,0.371,0.277,0.648,8,31,0,0,0.223,0.435,0.283,0.298,0.259,0.212,0.408,0.432,0.019,-0.064,-0.015,75.4,87.5,10.5,30,10,7.5,40,101.2727945,94.7258265,67.7,27.9,31.7,51.4,,28.3
 Maikel Garcia,672580,2024,24,575,626,133,94,27,5,7,103,42,16.5,6.7,0.231,0.332,0.281,0.613,58,204,2,37,0.26,0.366,0.27,0.3,0.31,0.106,0.292,0.331,-0.029,-0.034,-0.03,70.8,90.4,6.4,34.1,3.7,4.8,42.8,100.0509274,94.39492241,63.6,10.9,15.7,43.4,,27.9
 Wenceel Pérez,672761,2024,24,389,425,94,63,16,6,9,92,32,21.6,7.5,0.242,0.383,0.3,0.683,37,141,5,9,0.241,0.354,0.299,0.291,0.3,0.113,0.348,0.337,0.001,0.029,0.008,70.2,88.4,18,37.7,4.3,6.3,30.6,97.26447143,92.75797509,65,15.2,20.9,46.1,4,28.2
 Jason Heyward,518792,2024,34,228,258,48,24,12,2,10,53,22,20.5,8.5,0.211,0.412,0.288,0.7,37,97,0,5,0.233,0.346,0.3,0.29,0.309,0.113,0.336,0.322,-0.022,0.066,0.01,73.2,88,10.4,29.8,5.6,3.4,41.6,99.99254315,94.17878034,68.1,13.9,24,49.6,3,26.8
 Nasim Nuñez,683083,2024,23,61,78,15,14,1,0,0,15,12,19.2,15.4,0.246,0.262,0.37,0.632,1,25,2,8,0.184,0.223,0.3,0.265,0.32,0.039,0.296,0.24,0.062,0.039,0.035,66.4,83.3,-1.9,17.6,0,3.9,21.6,95.60646,91.87688263,61.3,10.2,19.5,40.7,,29.5
 Jose Miranda,669304,2024,26,401,429,114,73,28,4,9,66,18,15.4,4.2,0.284,0.441,0.322,0.763,49,160,2,2,0.259,0.399,0.328,0.306,0.3,0.14,0.367,0.339,0.025,0.042,0.022,71,88.9,15.5,33.9,5.9,7.7,38.9,99.35974777,93.78660086,70.9,12.6,22.5,52.3,,25.9
 Nick Madrigal,663611,2024,27,86,94,19,16,3,0,0,10,4,10.6,4.3,0.221,0.256,0.28,0.536,10,48,0,1,0.243,0.291,0.245,0.27,0.301,0.048,0.235,0.265,-0.022,-0.035,-0.025,65.4,85.1,3.4,27.3,0,0,18.2,94.48713605,91.28713587,67,5.9,11.2,50,,27.5
 José Caballero,676609,2024,27,441,483,100,66,24,1,9,133,27,27.5,5.6,0.227,0.347,0.283,0.63,44,209,16,44,0.214,0.311,0.277,0.264,0.274,0.098,0.348,0.328,0.013,0.036,0.013,69.7,83.7,15.9,33.8,5.1,4.8,25.2,96.19618556,92.13302492,66.7,17.9,28.9,50,,28.3
 Bo Bichette,666182,2024,26,311,336,70,49,16,1,4,64,20,19,6,0.225,0.322,0.277,0.599,31,118,1,5,0.251,0.37,0.264,0.299,0.304,0.12,0.293,0.342,-0.026,-0.048,-0.035,70.4,89.2,7.2,31.3,4.4,7.2,43.5,100.8967765,94.77886282,76.3,11.4,22,56.4,,27.3
 Jose Herrera,645444,2024,27,97,114,22,16,4,1,1,27,9,23.7,7.9,0.227,0.32,0.29,0.61,13,31,0,0,0.214,0.268,0.271,0.25,0.279,0.054,0.321,0.289,0.013,0.052,0.021,66.5,84.5,9,34.6,0,7.7,23.1,95.17680486,91.59260771,61.2,16.4,24.2,41.3,,25
 Bryson Stott,681082,2024,26,506,571,124,92,19,2,11,93,53,16.3,9.3,0.245,0.356,0.315,0.671,57,209,3,32,0.254,0.363,0.296,0.306,0.325,0.109,0.31,0.324,-0.009,-0.007,-0.01,68.2,87,14,35.3,3.6,5.2,30.8,97.14926614,92.63103883,59.6,13.3,17,44.1,,29.1
 Yandy Díaz,650490,2024,32,563,621,158,112,31,1,14,95,50,15.3,8.1,0.281,0.414,0.341,0.755,65,160,0,0,0.277,0.423,0.331,0.336,0.34,0.146,0.356,0.363,0.004,-0.009,-0.005,73.3,92.2,5,28.4,7.6,5.3,48.7,103.441831,96.26300783,64,10.3,14.2,43.9,,25.4
 Jake Rogers,668670,2024,29,310,337,61,34,16,1,10,99,22,29.4,6.5,0.197,0.352,0.255,0.607,36,117,0,1,0.218,0.413,0.264,0.297,0.276,0.194,0.339,0.391,-0.021,-0.061,-0.033,70.7,89,15.7,32.9,9.9,9.4,41.8,99.18063991,93.97382859,68.3,24.8,32.7,47.6,,27.1
 Ji Hwan Bae,678225,2024,24,74,81,14,12,2,0,0,24,6,29.6,7.4,0.189,0.216,0.247,0.463,6,30,2,6,0.217,0.337,0.213,0.274,0.274,0.12,0.257,0.354,-0.028,-0.121,-0.061,69.1,87.3,2.4,31.4,11.8,2,37.3,99.19749833,93.91748851,67.9,23.6,31.8,48.2,0,29
 Sean Murphy,669221,2024,29,233,264,45,29,5,1,10,67,27,25.4,10.2,0.193,0.352,0.284,0.636,25,120,0,0,0.214,0.399,0.281,0.308,0.303,0.185,0.323,0.364,-0.021,-0.047,-0.027,73.3,88,10.5,25.7,9.6,4.2,36.5,99.75796155,94.02207749,62.4,21.1,28.4,45.6,,25.2
 DJ LeMahieu,518934,2024,35,201,228,41,34,5,0,2,35,19,15.4,8.3,0.204,0.259,0.269,0.528,26,94,1,0,0.244,0.365,0.239,0.299,0.31,0.12,0.235,0.315,-0.04,-0.106,-0.06,67.3,88.5,1.9,31.8,5.8,7.5,37.6,98.27149849,93.2405843,59.5,8.2,17.5,44.6,,26.1
 Leo Rivas,660844,2024,26,73,86,17,15,1,1,0,24,10,27.9,11.6,0.233,0.274,0.333,0.607,8,39,0,3,0.244,0.312,0.282,0.301,0.343,0.069,0.328,0.361,-0.011,-0.038,-0.019,66.4,87.2,12.6,45.1,2,2,27.5,95.71963174,91.85981587,56.6,18,25.5,36.9,,28.3
 Drew Millas,686452,2024,26,57,62,14,12,1,0,1,16,5,25.8,8.1,0.246,0.316,0.306,0.622,1,14,0,4,0.224,0.307,0.28,0.268,0.287,0.083,0.339,0.322,0.022,0.009,0.012,68.5,88,2.7,39,2.4,4.9,34.1,97.318667,92.81729615,65.9,13.6,22.6,45.6,,28.3
 Buddy Kennedy,671083,2024,25,21,26,4,2,1,0,1,7,4,26.9,15.4,0.19,0.381,0.308,0.689,6,1,0,1,0.295,0.459,0.301,0.396,0.408,0.164,0.338,0.503,-0.105,-0.078,-0.095,69.6,88.8,12.6,60,13.3,6.7,53.3,98.66279125,93.74095733,58.5,10.5,19.2,39.4,,28.9
 Elly De La Cruz,682829,2024,22,618,696,160,89,36,10,25,218,69,31.3,9.9,0.259,0.471,0.339,0.81,76,228,16,67,0.24,0.428,0.349,0.328,0.322,0.188,0.476,0.44,0.019,0.043,0.021,75.2,91.8,9.7,35.7,12.7,6.2,45.7,102.955354,95.90272362,61.7,23.2,33.4,43.4,,30
 Matt Chapman,656305,2024,31,575,647,142,74,39,2,27,158,64,24.4,9.9,0.247,0.463,0.328,0.791,78,248,2,15,0.25,0.451,0.34,0.341,0.332,0.201,0.412,0.414,-0.003,0.012,-0.001,76.6,93.2,16.2,31.3,12.6,8.1,48.3,104.356013,96.7276333,63.5,18.9,23.5,44.6,,28.7
 Adolis García,666969,2024,31,580,637,130,78,27,0,25,177,45,27.8,7.1,0.224,0.4,0.284,0.684,85,284,5,11,0.227,0.413,0.296,0.306,0.289,0.186,0.376,0.393,-0.003,-0.013,-0.01,72,91,15,33.7,12.5,6.6,48.2,101.8276768,95.43563169,74.9,24.7,34.3,52.1,-12,26.8
 Corey Seager,608369,2024,30,475,533,132,81,21,0,30,96,53,18,9.9,0.278,0.512,0.353,0.865,74,150,1,1,0.286,0.558,0.365,0.387,0.362,0.271,0.418,0.449,-0.008,-0.046,-0.022,72.3,92.1,13.5,38.6,15.2,9.7,50.7,103.2743955,96.15752346,79.5,13.5,23.4,53,,25.3
 Joey Bart,663698,2024,27,253,282,67,43,11,0,13,73,22,25.9,7.8,0.265,0.462,0.337,0.799,45,118,0,0,0.247,0.431,0.347,0.33,0.322,0.183,0.433,0.408,0.018,0.031,0.017,74.8,88.1,10.5,32.6,9.4,3.3,38.7,100.9590403,94.60586173,59.6,15.5,26.2,43.7,,27
 Victor Scott II,687363,2024,23,145,155,26,15,9,0,2,42,6,27.1,3.9,0.179,0.283,0.219,0.502,10,68,1,5,0.205,0.309,0.221,0.246,0.245,0.104,0.273,0.309,-0.026,-0.026,-0.025,69.1,88.4,12.1,33.3,5.7,6.7,33.3,98.5566202,93.43458808,70.5,15.5,26.1,50.5,3,30
 Sam Hilliard,656541,2024,30,138,158,33,17,5,1,10,56,14,35.4,8.9,0.239,0.507,0.305,0.812,27,59,2,5,0.215,0.403,0.342,0.297,0.285,0.188,0.516,0.436,0.024,0.104,0.045,75.3,94.6,16.5,30.7,14.8,2.3,52.3,103.8153539,97.00652317,66.7,29.7,40.8,46.9,1,28.8
 Billy Cook,695257,2024,25,49,49,11,6,2,0,3,19,0,38.8,0,0.224,0.449,0.224,0.673,8,25,0,1,0.229,0.434,0.285,0.282,0.229,0.205,0.465,0.461,-0.005,0.015,0.003,72.3,92.6,28.6,46.7,13.3,10,50,103.0830187,96.02619867,77,29.9,39.8,58.7,2,29.3
 Kevin Newman,621028,2024,30,288,311,80,59,17,1,3,48,15,15.4,4.8,0.278,0.375,0.311,0.686,28,134,1,8,0.256,0.323,0.298,0.271,0.292,0.067,0.335,0.301,0.022,0.052,0.027,67.6,85.6,9.7,25,1.6,1.6,23.4,95.24854438,91.64158444,68.3,10.5,17.3,49.2,,27.5
 Santiago Espinal,669289,2024,29,357,391,88,67,12,0,9,54,24,13.8,6.1,0.246,0.356,0.295,0.651,45,135,1,11,0.258,0.344,0.285,0.288,0.307,0.087,0.302,0.306,-0.012,0.012,-0.003,66.5,85.9,15,35,1.9,4.2,24.1,94.95756688,91.49208834,68.8,9.4,14.8,49,,27.3
 Michael Toglia,669911,2024,25,399,458,87,45,14,3,25,147,54,32.1,11.8,0.218,0.456,0.311,0.767,55,181,1,10,0.244,0.503,0.329,0.358,0.334,0.259,0.444,0.496,-0.026,-0.047,-0.029,73.2,92.1,15.1,39.2,17.3,8.6,50.2,102.6737918,96.06936647,66.7,22.5,34.9,45.1,-1,27.4
 Tyler Freeman,671289,2024,25,330,383,69,47,14,1,7,53,28,13.8,7.3,0.209,0.321,0.305,0.626,32,125,6,11,0.236,0.338,0.283,0.302,0.329,0.102,0.268,0.293,-0.027,-0.017,-0.019,71.7,87.7,13,30.7,3.2,6.7,34.6,98.57301507,93.42397599,64.5,10.1,16.4,46.9,-3,28.2
 Jackson Merrill,701538,2024,21,554,593,162,101,31,6,24,101,29,17,4.9,0.292,0.5,0.326,0.826,90,245,3,16,0.303,0.534,0.352,0.372,0.337,0.231,0.408,0.434,-0.011,-0.034,-0.02,72.2,90.4,14.6,39.6,11.3,7.8,43.9,100.811785,94.73570748,80,13.8,20.5,56.9,12,28.5
 Ke'Bryan Hayes,663647,2024,27,365,396,85,72,9,0,4,75,23,18.9,5.8,0.233,0.29,0.283,0.573,25,156,2,11,0.244,0.327,0.256,0.279,0.296,0.083,0.282,0.313,-0.011,-0.037,-0.023,72.1,88.9,4.8,29.9,2.4,6.5,42.9,99.83723014,94.13565394,62.3,7.8,18.1,44.8,,26.4
 Bryan Reynolds,668804,2024,29,622,692,171,115,29,3,24,156,57,22.5,8.2,0.275,0.447,0.344,0.791,88,231,2,10,0.27,0.463,0.343,0.35,0.342,0.193,0.409,0.42,0.005,-0.016,-0.007,71.6,89.9,9.4,37.5,9.6,7.2,45.4,100.9872093,94.86754248,74,18.7,29.4,50.4,-13,28
 Andrew Benintendi,643217,2024,29,477,522,109,69,20,0,20,96,41,18.4,7.9,0.229,0.396,0.289,0.685,64,194,2,3,0.243,0.389,0.298,0.303,0.303,0.146,0.331,0.337,-0.014,0.007,-0.005,68,88,16.1,36.5,6.3,8.3,34.4,97.17823,92.76498407,69.3,17,21.1,48,-5,26.7
 Javier Báez,595879,2024,31,272,289,50,32,12,0,6,69,12,23.9,4.2,0.184,0.294,0.221,0.515,37,113,1,8,0.222,0.345,0.224,0.264,0.259,0.123,0.27,0.326,-0.038,-0.051,-0.04,74.8,88.3,11.2,27.7,7.8,6.3,40,100.5326512,94.36854298,64.9,17.7,30.2,52.4,,27.5
 Mark Canha,592192,2024,35,393,462,95,68,20,0,7,96,51,20.8,11,0.242,0.346,0.344,0.69,42,175,0,7,0.212,0.306,0.31,0.288,0.322,0.094,0.329,0.296,0.03,0.04,0.022,68.4,88.4,9.6,31.5,3.3,5,37.4,98.15916642,93.21932692,59.4,17,21.8,41.6,-2,27.8
 Jon Berti,542932,2024,34,66,74,18,17,0,0,1,14,6,18.9,8.1,0.273,0.318,0.342,0.66,6,28,1,5,0.274,0.335,0.3,0.307,0.344,0.061,0.328,0.338,-0.001,-0.017,-0.007,71.8,84.2,11,41.5,1.9,1.9,30.2,96.60639385,92.30364827,60.9,15.2,17.7,41.7,,29
 Heliot Ramos,671218,2024,24,475,518,128,80,23,3,22,135,37,26.1,7.1,0.269,0.469,0.322,0.791,72,194,1,6,0.25,0.481,0.339,0.338,0.307,0.23,0.434,0.434,0.019,-0.012,0.001,75.2,91.5,10.4,34.3,14.5,5.5,47.5,102.6207429,95.89595672,72.3,18.3,28.7,50.3,-5,27.9
 Mickey Moniak,666160,2024,26,392,418,86,53,17,2,14,114,21,27.3,5,0.219,0.38,0.266,0.646,49,160,4,8,0.221,0.379,0.281,0.283,0.267,0.158,0.358,0.361,-0.002,0.001,-0.002,73.1,88.1,19.8,31.9,9.3,5,34.4,99.4944608,93.81690768,75.1,22.2,30.6,56.7,1,28.6
 Mason McCoy,669200,2024,29,49,57,10,8,2,0,0,19,5,33.3,8.8,0.204,0.245,0.278,0.523,3,25,0,1,0.202,0.241,0.241,0.242,0.277,0.039,0.319,0.323,0.002,0.004,-0.001,67.7,82.9,9.3,33.3,0,0,15.2,93.63685571,90.87033214,56.9,13.6,29.5,45.3,,28.7
 Luke Maile,571912,2024,33,135,154,24,18,4,0,2,52,13,33.8,8.4,0.178,0.252,0.268,0.52,8,59,0,2,0.177,0.252,0.241,0.241,0.268,0.075,0.297,0.298,0.001,0,0,67.7,84.7,11.3,37.6,3.5,4.7,24.7,95.22202881,91.66071169,66.1,16.9,28.8,45.2,,25.5
 Mauricio Dubón,643289,2024,29,402,428,108,79,25,0,4,55,16,12.9,3.7,0.269,0.361,0.296,0.657,47,176,2,3,0.248,0.33,0.286,0.272,0.281,0.082,0.31,0.293,0.021,0.031,0.014,69.4,86.1,14.6,30.4,2.8,3.1,26.5,95.9777415,92.01150298,79.4,15.9,18.8,60.1,4,27.3
 Michael Massey,686681,2024,26,332,356,86,53,17,2,14,56,15,15.7,4.2,0.259,0.449,0.294,0.743,45,118,0,1,0.258,0.414,0.317,0.309,0.295,0.156,0.357,0.347,0.001,0.035,0.008,70.9,89.2,16.8,34.4,7.1,7.1,36.9,98.39603115,93.36810777,67.3,8.7,17.9,52,,26.8
 Jose Trevino,624431,2024,31,209,234,45,32,5,0,8,41,20,17.5,8.5,0.215,0.354,0.288,0.642,28,96,0,1,0.203,0.312,0.284,0.267,0.279,0.109,0.299,0.276,0.012,0.042,0.017,68.9,88.1,9.9,26.9,5.3,3.5,35.1,97.96817918,93.09957835,53.5,10.3,18.7,40.5,,24.5
 Dillon Dingler,693307,2024,25,84,87,14,6,5,2,1,30,3,34.5,3.4,0.167,0.31,0.195,0.505,11,46,0,0,0.241,0.378,0.217,0.28,0.267,0.136,0.311,0.413,-0.074,-0.068,-0.063,71.6,89.8,9.6,35.2,3.7,11.1,48.1,101.0961693,95.06598982,71.1,25.2,28.7,54.7,,27.5
 Will Wagner,695238,2024,25,82,86,25,17,6,0,2,16,4,18.6,4.7,0.305,0.451,0.337,0.788,11,34,0,0,0.321,0.487,0.342,0.364,0.353,0.167,0.403,0.433,-0.016,-0.036,-0.022,68.9,90.6,5.1,39.4,9.1,7.6,50,101.2585267,95.46712076,65.9,7.5,19.3,47,,26.4
 Austin Martin,668885,2024,25,233,257,59,39,18,1,1,47,20,18.3,7.8,0.253,0.352,0.318,0.67,16,92,3,7,0.259,0.341,0.297,0.297,0.323,0.082,0.326,0.325,-0.006,0.011,0,66.9,87.2,12.7,39.4,1.1,5.3,33.5,96.64293641,92.4316069,69.6,15.4,21.4,45.5,-6,28.3
 Enrique Hernández,571771,2024,32,362,393,83,55,16,0,12,77,27,19.6,6.9,0.229,0.373,0.281,0.654,42,159,0,0,0.233,0.362,0.285,0.285,0.286,0.129,0.323,0.324,-0.004,0.011,0,71.7,89.6,17.1,36,4.8,8,41.5,99.3266707,93.89398972,69,17.3,22.9,48.9,1,27
 Emmanuel Rivera,656896,2024,28,265,302,63,47,9,2,5,69,26,22.8,8.6,0.238,0.343,0.312,0.655,29,119,0,2,0.25,0.383,0.291,0.318,0.328,0.133,0.329,0.369,-0.012,-0.04,-0.027,69.6,89.7,8.7,33.7,7.9,5.9,44.1,99.97328099,94.40496672,70.8,18,28.3,48.6,,26.7
 Royce Lewis,668904,2024,25,292,325,68,36,16,0,16,74,28,22.8,8.6,0.233,0.452,0.295,0.747,47,136,0,0,0.243,0.431,0.317,0.318,0.306,0.189,0.379,0.38,-0.01,0.021,-0.001,73.3,87.1,16.8,36.3,11.2,5.4,37.7,99.69014414,93.85649144,72.8,19.4,27,51.9,,26.6
 José Abreu,547989,2024,37,113,120,14,10,2,0,2,28,4,23.3,3.3,0.124,0.195,0.167,0.362,7,61,0,0,0.161,0.24,0.164,0.198,0.203,0.079,0.179,0.227,-0.037,-0.045,-0.034,73.1,87.8,6.7,26.7,2.3,3.5,33.7,98.24001861,93.12348628,68.7,21.9,29.7,51.2,,25.3
 Armando Alvarez,669137,2024,29,37,39,9,8,1,0,0,8,2,20.5,5.1,0.243,0.27,0.282,0.552,2,12,0,1,0.266,0.341,0.248,0.286,0.303,0.076,0.286,0.337,-0.023,-0.071,-0.038,68.4,80.8,14.8,31,0,6.9,10.3,91.562644,90.20107035,56.6,16.3,18.8,46,,27.7
 Brandon Drury,592273,2024,31,325,360,55,44,7,0,4,81,27,22.5,7.5,0.169,0.228,0.242,0.47,15,152,0,1,0.202,0.287,0.217,0.259,0.276,0.085,0.226,0.288,-0.033,-0.059,-0.042,72.6,87.6,6,25.9,3.6,6.1,35.6,99.0621322,93.55062382,66.2,18.3,24.4,46.7,,26
 Jose Altuve,514888,2024,34,628,682,185,134,31,0,20,119,47,17.4,6.9,0.295,0.439,0.35,0.789,65,193,7,22,0.262,0.399,0.344,0.316,0.321,0.137,0.389,0.352,0.033,0.04,0.028,69.4,86.5,14.1,35.4,6.5,3.9,31.2,97.32367258,92.69376258,68.6,12.7,22.1,51.5,,27.1
 Gabriel Arias,672356,2024,24,153,161,34,21,9,1,3,53,6,32.9,3.7,0.222,0.353,0.255,0.608,15,73,2,5,0.221,0.368,0.263,0.274,0.256,0.147,0.372,0.389,0.001,-0.015,-0.011,74.5,89.7,5.6,35.6,7.9,6.9,36.6,101.2747941,94.82443406,80.1,29,38.4,60.9,,27.4
 Darell Hernaiz,687231,2024,22,120,135,23,19,3,0,1,27,11,20,8.1,0.192,0.242,0.261,0.503,12,42,1,1,0.228,0.283,0.23,0.271,0.302,0.055,0.238,0.295,-0.036,-0.041,-0.041,68.6,87.1,10.8,30.2,1,2.1,33.3,97.6713617,92.89030097,65.2,17.2,24.9,46.5,,27.5
 Paul Goldschmidt,502671,2024,36,599,654,147,91,33,1,22,173,47,26.5,7.2,0.245,0.414,0.302,0.716,65,269,0,11,0.255,0.45,0.31,0.329,0.311,0.195,0.393,0.423,-0.01,-0.036,-0.019,72.5,91.2,13.1,34.3,10.7,8.9,49.6,101.8925837,95.66642815,65.1,22.1,27.4,47.7,,26.3
 Tom Murphy,608596,2024,33,34,38,4,2,1,0,1,14,4,36.8,10.5,0.118,0.235,0.211,0.446,2,14,0,0,0.151,0.317,0.206,0.25,0.24,0.166,0.253,0.337,-0.033,-0.082,-0.044,72.4,87.4,4.5,35,10,15,35,100.157273,94.138457,58.8,23.4,36.9,42.8,,26.1
 Eugenio Suarez,553993,2024,32,571,640,146,86,28,2,30,176,49,27.5,7.7,0.256,0.469,0.319,0.788,101,266,1,2,0.247,0.447,0.337,0.33,0.314,0.201,0.433,0.421,0.009,0.022,0.007,72.2,89.1,19.5,40.4,11.3,8.9,42.4,100.5705523,94.46343899,66.9,18.8,29.1,47.2,,26.5
 Edmundo Sosa,624641,2024,28,249,274,64,41,12,4,7,66,13,24.1,4.7,0.257,0.422,0.313,0.735,31,120,1,7,0.243,0.387,0.318,0.305,0.302,0.144,0.389,0.369,0.014,0.035,0.013,73.1,89.2,12.8,28.5,8.6,4.3,41.4,100.4842493,94.38062831,75.2,19.7,31.4,56.8,,29.2
 Jeremy Peña,665161,2024,26,602,650,160,115,28,2,15,111,25,17.1,3.8,0.266,0.394,0.308,0.702,70,283,6,20,0.263,0.394,0.305,0.31,0.308,0.131,0.343,0.349,0.003,0,-0.005,72.6,88.2,7.5,29.2,5.4,5.4,38.8,99.32350671,93.74168435,72.9,11.4,24.9,54.2,,29.8
 Luis Torrens,620443,2024,28,118,130,27,16,8,0,3,28,9,21.5,6.9,0.229,0.373,0.292,0.665,15,61,1,0,0.259,0.4,0.292,0.318,0.322,0.141,0.333,0.371,-0.03,-0.027,-0.026,71.4,89.6,13.1,36.3,6.6,7.7,46.2,99.14339565,93.97241703,67.6,15.4,21.9,46.5,,26.6
 Wyatt Langford,694671,2024,22,499,557,126,81,25,4,16,115,51,20.6,9.2,0.253,0.415,0.325,0.74,74,220,3,19,0.254,0.423,0.321,0.328,0.327,0.17,0.367,0.377,-0.001,-0.008,-0.007,74.5,89.6,16.6,31.3,9.3,6.5,43.4,101.2110989,94.8073656,64.3,16.8,22.9,42.8,3,29.8
 Jacob Hurtubise,674441,2024,26,54,68,10,8,1,1,0,18,6,26.5,8.8,0.185,0.241,0.297,0.538,4,24,0,2,0.192,0.25,0.253,0.265,0.307,0.058,0.268,0.289,-0.007,-0.009,-0.012,65,82.8,20.6,39,0,2.4,14.6,92.70019944,90.51076528,60.9,16.3,20.3,43.8,-1,26.9
 Ernie Clement,676391,2024,28,434,452,114,78,21,3,12,41,11,9.1,2.4,0.263,0.408,0.284,0.692,51,198,3,12,0.256,0.377,0.297,0.286,0.279,0.121,0.315,0.302,0.007,0.031,0.011,66.8,85.5,16.3,34.3,3.8,5.3,24.9,95.65905633,91.83037997,70.1,9.4,14.4,57,,28.4
 Tyler Wade,642180,2024,29,138,156,30,27,3,0,0,29,11,18.6,7.1,0.217,0.239,0.285,0.524,8,54,1,8,0.244,0.31,0.242,0.281,0.309,0.066,0.253,0.306,-0.027,-0.071,-0.039,66.2,83.7,14.5,38.1,1.8,2.7,17.7,93.38536392,90.89081178,62.4,11.4,20.8,44.1,,28.7
 Joshua Palacios,641943,2024,28,67,78,15,11,2,0,2,12,10,15.4,12.8,0.224,0.343,0.333,0.676,9,22,0,1,0.264,0.388,0.307,0.342,0.371,0.124,0.296,0.347,-0.04,-0.045,-0.035,72.6,89.8,3.4,21.8,3.6,3.6,47.3,101.3399511,95.12601793,68.9,22.1,25.9,45.3,0,28
 Tyler Locklear,682988,2024,23,45,49,7,4,1,0,2,20,3,40.8,6.1,0.156,0.311,0.224,0.535,3,30,0,1,0.148,0.271,0.238,0.221,0.218,0.123,0.355,0.322,0.008,0.04,0.017,72.3,87.2,21.2,28,8,8,44,99.80208462,94.309046,68.8,21.2,37,51,,26.5
 Corey Julks,667452,2024,28,173,189,37,27,7,0,3,50,15,26.5,7.9,0.214,0.306,0.275,0.581,14,60,2,5,0.213,0.306,0.26,0.265,0.278,0.093,0.312,0.321,0.001,0,-0.005,70.7,84.9,15,33.9,3.2,4.8,29,96.95461823,92.47993774,61.2,18,25.9,45.8,-1,28.5
 David Villar,681584,2024,27,35,37,9,4,4,0,1,13,1,35.1,2.7,0.257,0.457,0.27,0.727,4,9,0,0,0.224,0.434,0.305,0.319,0.262,0.21,0.461,0.483,0.033,0.023,-0.014,68.4,91.3,15.7,34.8,13,13,52.2,101.43758,95.45741478,59.7,23.3,34.4,44.9,,26.2
