Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Edwin Rios,621458,2024,30,9,10,1,1,0,0,0,4,1,40,10,0.111,0.111,0.2,0.311,0,3,0,0,0.18,0.226,0.157,0.23,0.262,0.046,0.176,0.322,-0.069,-0.115,-0.073,72.6,85,13,40,0,0,20,93.86947333,92.283134,57.9,27.3,47.4,47.5,,
 Jake Fraley,641584,2024,29,350,382,97,71,19,2,5,70,26,18.3,6.8,0.277,0.386,0.33,0.716,26,126,5,20,0.245,0.323,0.314,0.285,0.304,0.079,0.353,0.313,0.032,0.063,0.029,71.8,84.3,11.1,34.6,3.2,3.5,24.7,95.67732624,91.8910084,81.2,15.7,21.3,57.9,1,28.3
 Reese McGuire,624512,2024,29,139,158,29,23,3,0,3,39,13,24.7,8.2,0.209,0.295,0.28,0.575,18,50,0,3,0.222,0.341,0.259,0.282,0.293,0.12,0.293,0.33,-0.013,-0.046,-0.023,68.8,84,12.4,29.8,6.7,6.7,26.9,95.6847612,91.98821798,61.6,11.6,24.5,45,,25.5
 Josh Lowe,666139,2024,26,353,387,85,54,19,2,10,123,32,31.8,8.3,0.241,0.391,0.302,0.693,34,172,1,25,0.228,0.388,0.299,0.295,0.292,0.16,0.41,0.403,0.013,0.003,0.004,73.3,90.8,16.9,37.9,10.3,6.5,46.1,100.893361,94.92891091,69.5,26,31.9,51.6,-2,28.4
 Gavin Sheets,657757,2024,28,451,501,105,70,24,1,10,106,43,21.2,8.6,0.233,0.357,0.303,0.66,45,156,2,2,0.251,0.38,0.291,0.309,0.32,0.129,0.327,0.353,-0.018,-0.023,-0.018,72.7,87.8,13.5,41.1,5.7,6.3,35.3,98.86341586,93.51057159,62.4,16.2,23,46.2,-5,26.7
 Gustavo Campero,672569,2024,26,46,48,11,9,0,1,1,8,0,16.7,0,0.239,0.348,0.271,0.619,6,24,0,3,0.233,0.303,0.271,0.255,0.265,0.07,0.305,0.285,0.006,0.045,0.016,66.8,83.8,7.7,28.9,2.6,5.3,15.8,94.76880947,91.50492216,78.3,18.1,22.3,58.2,0,28.3
 Vinnie Pasquantino,686469,2024,26,496,554,130,79,30,2,19,71,40,12.8,7.2,0.262,0.446,0.315,0.761,97,186,0,1,0.266,0.438,0.325,0.331,0.322,0.172,0.341,0.349,-0.004,0.008,-0.006,71.7,91,14.6,31.9,7.1,8.9,46.5,100.9979932,94.97092114,66.3,7.5,14.5,47.8,,25.6
 Jake McCarthy,664983,2024,26,442,495,126,98,13,7,8,78,31,15.8,6.3,0.285,0.4,0.349,0.749,56,147,6,25,0.265,0.359,0.329,0.311,0.333,0.094,0.355,0.331,0.02,0.041,0.018,67.3,84.5,9.1,30.4,2.7,4.3,24.5,95.63729086,91.83452949,67,7.9,17.6,49.3,5,29.8
 Nicky Lopez,670032,2024,29,398,445,96,80,12,3,1,67,37,15.1,8.3,0.241,0.294,0.312,0.606,21,129,7,5,0.227,0.288,0.275,0.268,0.299,0.062,0.279,0.27,0.014,0.006,0.007,64.2,85,5.6,30,1.5,1.5,16.9,94.0654014,91.04213823,68.6,13.5,19.4,48.5,,27.1
 Alex Bregman,608324,2024,30,581,634,151,93,30,2,26,86,44,13.6,6.9,0.26,0.453,0.315,0.768,75,269,1,3,0.257,0.417,0.331,0.319,0.314,0.16,0.353,0.338,0.003,0.036,0.012,71.3,89.1,18.2,34.9,6.4,7.4,40.5,98.98652795,93.68416098,65.6,8.7,12.8,44.9,,26.7
 Brandon Nimmo,607043,2024,31,571,663,128,77,25,3,23,158,77,23.8,11.6,0.224,0.399,0.327,0.726,90,217,0,15,0.244,0.408,0.321,0.335,0.346,0.164,0.363,0.386,-0.02,-0.009,-0.014,73.3,91.9,11.2,33.7,9.1,6.5,47.4,101.2649829,95.22165969,65.6,15.2,23.4,44.8,1,28
 Jamie Westbrook,642197,2024,29,40,48,6,2,2,0,2,14,4,29.2,8.3,0.15,0.35,0.234,0.584,7,17,0,0,0.222,0.418,0.252,0.313,0.301,0.196,0.299,0.401,-0.072,-0.068,-0.061,69,89.4,16.3,42.9,10.7,10.7,35.7,98.70238071,93.71808821,64.4,22.4,32.6,46,,26.8
 Julio Rodríguez,677594,2024,23,567,613,155,118,17,0,20,156,38,25.4,6.2,0.273,0.409,0.325,0.734,68,228,5,24,0.275,0.463,0.321,0.344,0.327,0.187,0.403,0.437,-0.002,-0.054,-0.023,76.3,91.7,10.5,33.2,10.2,6.1,48.4,103.5536875,96.32534412,74.7,21.2,30.9,54.3,8,29.6
 Nolan Arenado,571448,2024,33,578,635,157,118,23,0,16,92,44,14.5,6.9,0.272,0.394,0.325,0.719,71,233,2,2,0.255,0.356,0.314,0.296,0.312,0.101,0.336,0.313,0.017,0.038,0.018,70.7,86.3,16.9,35.9,3.2,5.1,31.6,96.92414793,92.4832464,63.9,9.8,17.2,46.8,,25.3
 Aledmys Díaz,649557,2024,33,33,34,3,3,0,0,0,9,1,26.5,2.9,0.091,0.091,0.118,0.209,1,13,0,0,0.196,0.236,0.098,0.204,0.22,0.04,0.11,0.26,-0.105,-0.145,-0.106,68.9,87.1,11.9,16.7,0,0,33.3,97.83715333,92.95903667,70,11.9,24.2,56.9,,27.6
 Charlie Blackmon,453568,2024,37,449,499,115,74,24,5,12,86,43,17.2,8.6,0.256,0.412,0.329,0.741,52,147,2,6,0.249,0.365,0.323,0.306,0.323,0.117,0.351,0.328,0.007,0.047,0.017,67.4,84.8,16.3,34.1,5.2,4.4,27.2,96.08358359,92.10605011,66.2,13.3,19.2,48,-1,27.4
 Seth Brown,664913,2024,31,372,400,86,60,11,1,14,112,25,28,6.3,0.231,0.379,0.282,0.661,44,165,2,4,0.232,0.387,0.289,0.294,0.284,0.155,0.372,0.379,-0.001,-0.008,-0.005,73.3,90,14.6,35.2,8.4,6.9,40.6,100.9365771,94.81598101,75.2,16.5,29.1,52,-5,27.4
 Manuel Margot,622534,2024,29,315,343,75,53,17,1,4,54,21,15.7,6.1,0.238,0.337,0.289,0.626,31,135,0,5,0.261,0.379,0.276,0.308,0.314,0.118,0.295,0.336,-0.023,-0.042,-0.032,72,88.2,13.8,30.9,4.9,5.3,33.6,98.85925892,93.48224996,68.4,13.3,20.6,49.5,-4,27.5
 Tucker Barnhart,571466,2024,33,81,96,14,11,3,0,0,31,13,32.3,13.5,0.173,0.21,0.287,0.497,6,43,0,1,0.166,0.218,0.239,0.24,0.282,0.052,0.269,0.272,0.007,-0.008,-0.001,67.4,83.4,3.2,34.6,3.8,1.9,23.1,94.61489417,91.53708766,56.7,21.8,29.8,40.3,,24.4
 Jackson Chourio,694192,2024,20,528,573,145,91,29,4,21,121,39,21.1,6.8,0.275,0.464,0.327,0.791,79,200,7,22,0.274,0.43,0.339,0.328,0.326,0.156,0.406,0.391,0.001,0.034,0.011,73.2,89.7,7.6,33.2,7.8,6.6,44.9,100.8329696,94.83107341,66.1,17.3,27.1,48.8,5,29.7
 Matt Carpenter,572761,2024,38,137,157,32,21,7,0,4,51,15,32.5,9.6,0.234,0.372,0.314,0.686,15,68,2,0,0.211,0.35,0.303,0.287,0.296,0.139,0.403,0.377,0.023,0.022,0.016,69.3,85.8,24.2,46.6,6.8,8,28.7,96.56680024,92.29243845,62.2,19.2,28.9,42.5,,24.6
 Trey Lipscomb III,702358,2024,24,190,211,38,34,3,0,1,40,16,19,7.6,0.2,0.232,0.268,0.5,10,88,2,11,0.23,0.29,0.231,0.267,0.296,0.06,0.237,0.287,-0.03,-0.058,-0.036,69.8,86.5,0.7,23,0.7,3.9,31.6,97.92301613,92.984215,68.7,15.3,25.3,50.8,,27.5
 Graham Pauley,688363,2024,23,32,32,4,2,0,0,2,15,0,46.9,0,0.125,0.313,0.125,0.438,5,13,0,0,0.173,0.322,0.183,0.213,0.173,0.148,0.345,0.4,-0.048,-0.009,-0.03,67.8,85.8,17.7,47.1,5.9,11.8,52.9,98.91904444,93.78067059,70.7,17.2,27.8,51.4,,26.4
 Jared Walsh,665120,2024,30,53,60,12,9,2,0,1,21,7,35,11.7,0.226,0.321,0.317,0.638,7,32,0,0,0.241,0.4,0.289,0.324,0.329,0.16,0.39,0.457,-0.015,-0.079,-0.035,75,84.2,21.5,40.6,9.4,3.1,31.3,99.62347438,93.81173719,61.9,33.7,41.3,41.6,,26.7
 Matt Mervis,670223,2024,26,26,28,3,2,1,0,0,8,1,28.6,3.6,0.115,0.154,0.148,0.302,3,9,0,0,0.12,0.191,0.137,0.158,0.154,0.071,0.168,0.2,-0.005,-0.037,-0.021,74.9,87.1,10.5,16.7,5.6,0,27.8,96.34750778,92.58026235,77.8,26.2,35.2,55.1,,24.6
 Kevin Pillar,607680,2024,35,284,314,65,40,16,1,8,69,16,22,5.1,0.229,0.377,0.291,0.668,45,139,3,12,0.221,0.329,0.293,0.275,0.284,0.109,0.336,0.312,0.008,0.048,0.018,69.4,84.6,17.9,36.5,3.7,7.8,29.7,96.43878294,92.2458061,67.8,14.4,24.5,52.4,0,28.4
 Ben Gamel,592325,2024,32,81,99,20,15,4,0,1,24,18,24.2,18.2,0.247,0.333,0.384,0.717,4,33,0,1,0.259,0.368,0.327,0.343,0.394,0.109,0.356,0.384,-0.012,-0.035,-0.016,70.5,89.1,12.8,47.4,10.5,1.8,36.8,99.11740429,93.91685071,58.8,25.4,34.2,38.3,-2,26.9
 Wilyer Abreu,677800,2024,25,399,447,101,51,33,2,15,125,40,28,8.9,0.253,0.459,0.322,0.781,58,161,3,8,0.231,0.421,0.336,0.32,0.306,0.19,0.431,0.406,0.022,0.038,0.016,74.6,91.6,19.2,33.7,11.1,7.5,50.5,101.9450205,95.55236554,68.4,23.1,29.6,48.1,6,27.5
 Kameron Misner,670224,2024,26,15,15,1,1,0,0,0,10,0,66.7,0,0.067,0.067,0.067,0.134,0,5,0,0,0.095,0.112,0.059,0.092,0.095,0.016,0.176,0.276,-0.028,-0.045,-0.033,70.2,78,20,40,0,0,0,85.82176,88.891866,65.7,39.1,42.9,53.8,,
 Nick Fortes,663743,2024,27,308,335,70,50,16,0,4,41,11,12.2,3.3,0.227,0.318,0.259,0.577,29,117,1,0,0.225,0.29,0.252,0.245,0.259,0.065,0.266,0.257,0.002,0.028,0.007,71.3,84.3,15.4,29,1.4,2.9,22.6,95.57858278,91.81974481,65.6,8.8,13.2,49.3,,26.7
 Jonah Heim,641680,2024,29,459,491,101,75,12,1,13,90,26,18.3,5.3,0.22,0.336,0.267,0.603,59,211,1,1,0.228,0.356,0.265,0.277,0.275,0.128,0.295,0.311,-0.008,-0.02,-0.012,70.3,88.5,14.5,29.9,5.9,5.9,36.4,98.50712297,93.44020477,76.3,14.4,20.7,54.3,,25.3
 Ezequiel Duran,677649,2024,25,268,285,66,52,11,0,3,63,14,22.1,4.9,0.246,0.321,0.288,0.609,20,117,2,1,0.215,0.309,0.27,0.252,0.258,0.094,0.319,0.295,0.031,0.012,0.018,72.6,87.1,8.9,28.2,3.4,6.3,35.9,98.68011126,93.37676239,74,14.1,24.7,56.4,0,28.8
 Esteury Ruiz,665923,2024,25,55,65,11,6,2,1,2,20,4,30.8,6.2,0.2,0.382,0.27,0.652,8,17,4,5,0.181,0.341,0.281,0.281,0.263,0.16,0.365,0.365,0.019,0.041,0,72.4,87.7,17.1,28.2,10.3,10.3,35.9,98.15648105,93.25128703,67.2,14.6,30.1,50,-2,29.4
 Bryce Harper,547180,2024,31,550,631,157,85,42,0,30,138,76,21.9,12,0.285,0.525,0.373,0.898,87,213,4,7,0.267,0.474,0.38,0.357,0.358,0.206,0.457,0.423,0.018,0.051,0.023,74,91.1,13.5,36.1,10.6,9.6,48.2,102.5318351,95.63882949,78.2,14.9,26.7,52.9,,27.4
 Spencer Horwitz,687462,2024,26,328,381,87,56,19,0,12,70,42,18.4,11,0.265,0.433,0.357,0.79,40,133,0,0,0.254,0.419,0.344,0.338,0.349,0.165,0.373,0.364,0.011,0.014,0.006,69.5,88.2,13.7,37.4,8,8.4,36.6,98.21271679,93.17550962,65.4,15.5,19.4,46,,25.2
 Andrew Knizner,668800,2024,29,90,93,15,13,1,0,1,22,1,23.7,1.1,0.167,0.211,0.183,0.394,9,34,0,0,0.232,0.324,0.174,0.248,0.246,0.092,0.214,0.314,-0.065,-0.113,-0.074,70.3,87.3,11.9,33.3,4.3,5.8,34.8,98.242582,93.2791613,70.7,19.8,27.3,55,,25
 Randy Arozarena,668227,2024,29,549,648,120,67,33,0,20,169,73,26.1,11.3,0.219,0.388,0.332,0.72,60,287,10,20,0.216,0.377,0.32,0.321,0.332,0.161,0.368,0.37,0.003,0.011,-0.001,72.7,90.4,13.2,28.4,8.3,7,43.5,100.9041082,94.73133138,59.5,25,29.7,41,-5,28.1
 Luis Vázquez,676679,2024,24,12,14,1,1,0,0,0,6,0,42.9,0,0.083,0.083,0.143,0.226,1,3,0,0,0.11,0.119,0.114,0.165,0.189,0.009,0.126,0.227,-0.027,-0.036,-0.051,71.6,84.3,-0.2,14.3,0,0,42.9,99.28151,93.640755,79.2,36.8,48.4,60.8,,
 José Fermín,665877,2024,25,71,79,11,9,1,1,0,11,7,13.9,8.9,0.155,0.197,0.241,0.438,4,31,1,2,0.201,0.246,0.207,0.246,0.282,0.045,0.18,0.232,-0.046,-0.049,-0.039,65.5,85.4,8.3,15,0,5,25,95.313344,91.71864949,55.2,7,10.7,40.4,,28.9
 Sal Frelick,686217,2024,24,475,524,123,95,22,4,2,78,39,14.9,7.4,0.259,0.335,0.32,0.655,32,176,3,18,0.246,0.304,0.292,0.278,0.308,0.058,0.306,0.288,0.013,0.031,0.014,66.3,83.4,9.7,30,0.8,3.5,19.5,94.43975785,91.27240391,57,8.1,12.9,41.5,6,29.3
 Yasmani Grandal,518735,2024,35,215,243,49,30,10,0,9,46,24,18.9,9.9,0.228,0.4,0.304,0.704,27,83,0,1,0.246,0.419,0.308,0.325,0.321,0.174,0.338,0.362,-0.018,-0.019,-0.017,70.3,91.1,11.1,31.8,9.8,6.4,42.8,100.2461084,94.44200777,54.1,14.9,20.1,40.9,,23.2
 Bobby Witt Jr.,677951,2024,24,636,709,211,123,45,11,32,106,57,15,8,0.332,0.588,0.389,0.977,109,181,12,31,0.315,0.576,0.41,0.407,0.378,0.262,0.461,0.457,0.017,0.012,0.003,74.7,92.7,15.1,35.7,14.3,5.6,48.3,103.9728804,96.49986814,72.3,15.2,22.3,51.2,,30.5
 Otto Lopez,672640,2024,25,403,434,109,79,23,1,6,75,25,17.3,5.8,0.27,0.377,0.313,0.69,39,153,4,20,0.274,0.394,0.302,0.313,0.317,0.12,0.341,0.354,-0.004,-0.017,-0.011,70.7,88,5.4,30.4,5.1,4.8,38.9,99.48298449,93.90226618,70.4,12.4,21.9,51.4,,28.7
 Logan O'Hoppe,681351,2024,24,479,522,117,79,17,1,20,155,33,29.7,6.3,0.244,0.409,0.303,0.712,56,177,3,2,0.251,0.454,0.311,0.331,0.31,0.203,0.411,0.442,-0.007,-0.045,-0.02,70.7,90.4,15.3,42.9,12,7.1,46.3,101.233351,95.0870388,72.4,22.7,33.6,52,,28.1
 Jordan Westburg,676059,2024,25,416,447,110,61,26,5,18,97,22,21.7,4.9,0.264,0.481,0.312,0.793,63,163,3,6,0.281,0.491,0.34,0.353,0.328,0.21,0.41,0.429,-0.017,-0.01,-0.013,71,91.1,13.1,37.4,11.8,9,46.1,101.8018734,95.272487,71.6,20.7,29.3,51,,29
 Colt Keith,690993,2024,22,516,556,134,102,15,4,13,110,36,19.8,6.5,0.26,0.38,0.309,0.689,61,193,1,7,0.266,0.393,0.301,0.311,0.316,0.126,0.347,0.361,-0.006,-0.013,-0.01,71.3,87.8,11.3,34.6,5.6,5.1,35.3,98.47261363,93.33037218,67.9,13.4,23.2,48.6,,27.7
 Junior Caminero,691406,2024,20,165,177,41,25,9,1,6,38,11,21.5,6.2,0.248,0.424,0.299,0.723,18,64,0,2,0.238,0.405,0.309,0.301,0.29,0.168,0.372,0.36,0.01,0.019,0.008,77.2,89.7,6.8,25.2,11.8,3.1,45.7,102.9669143,95.64109032,63.1,22.2,31.7,47.7,,26.4
 Garrett Mitchell,669003,2024,25,196,224,50,27,12,3,8,71,25,31.7,11.2,0.255,0.469,0.342,0.811,21,92,4,11,0.232,0.374,0.351,0.312,0.322,0.142,0.48,0.411,0.023,0.095,0.039,75.7,88.8,2.8,34.6,8.7,6.3,37,100.9520748,94.510744,68.5,27,34.8,44.4,3,29.5
 Kyle Higashioka,543309,2024,34,246,263,54,26,10,1,17,74,15,28.1,5.7,0.22,0.476,0.263,0.739,45,125,0,2,0.22,0.43,0.314,0.298,0.264,0.21,0.416,0.391,0,0.046,0.016,71.8,88.4,20.7,40.2,10.9,9.2,37.4,99.35600512,93.90203041,64.8,16.9,25.6,46.4,,25.4
 Trenton Brooks,670092,2024,28,25,29,3,3,0,0,0,6,4,20.7,13.8,0.12,0.12,0.241,0.361,1,12,0,1,0.176,0.275,0.186,0.263,0.29,0.099,0.139,0.256,-0.056,-0.155,-0.077,64.8,87.2,16.2,31.6,5.3,0,26.3,97.28560333,92.717795,66,18.2,27.7,42.7,,24.8
 Elehuris Montero,660707,2024,25,224,247,46,32,10,0,4,56,20,22.7,8.1,0.205,0.304,0.267,0.571,28,104,0,0,0.208,0.324,0.254,0.269,0.274,0.116,0.286,0.308,-0.003,-0.02,-0.015,75.1,89.5,17,27.5,7.6,6.4,41.5,100.8776187,94.67846193,72.3,14.1,30.3,54.1,,26.2
 Geraldo Perdomo,672695,2024,24,337,388,92,66,21,2,3,58,36,14.9,9.3,0.273,0.374,0.344,0.718,37,143,1,9,0.231,0.314,0.317,0.281,0.307,0.083,0.331,0.282,0.042,0.06,0.036,66.9,87,16.9,28.9,3.1,3.1,25.8,96.08479362,92.04409391,58.9,7.8,12.2,40.5,,27
 Niko Kavadas,694359,2024,25,93,106,17,11,2,0,4,41,11,38.7,10.4,0.183,0.333,0.283,0.616,8,41,0,1,0.185,0.371,0.278,0.292,0.285,0.186,0.392,0.421,-0.002,-0.038,-0.014,70.5,91.7,27.3,42.3,11.5,7.7,40.4,100.7785665,94.89274404,59.4,25.4,34.1,39.1,,26
 Christian Yelich,592885,2024,32,270,315,85,59,12,3,11,58,40,18.4,12.7,0.315,0.504,0.406,0.91,42,95,1,21,0.294,0.471,0.391,0.373,0.388,0.177,0.443,0.416,0.021,0.033,0.018,73.2,91.1,5.2,32.2,7.9,8.9,46.7,103.0177334,96.00898124,69.9,15.1,23.1,45.7,-3,28.5
 Yoan Moncada,660162,2024,29,40,45,11,7,3,1,0,11,5,24.4,11.1,0.275,0.4,0.356,0.756,0,15,0,1,0.264,0.346,0.333,0.314,0.346,0.081,0.397,0.368,0.011,0.054,0.019,70,90.2,6.1,37.9,0,10.3,34.5,98.10946867,93.50784966,65.3,10.6,23.9,45.8,,26.8
 James McCann,543510,2024,34,214,233,50,33,9,0,8,56,13,24,5.6,0.234,0.388,0.279,0.667,31,102,0,1,0.245,0.418,0.288,0.313,0.296,0.173,0.351,0.387,-0.011,-0.03,-0.025,70.7,87.4,14.4,38.9,8.6,9.3,37.7,99.20798763,93.64491377,69.6,18.2,27.6,52.1,,25.1
 Luis Matos,682641,2024,22,150,156,32,22,5,0,5,24,5,15.4,3.2,0.213,0.347,0.237,0.584,25,76,0,0,0.24,0.355,0.25,0.267,0.263,0.115,0.283,0.304,-0.027,-0.008,-0.017,71.7,86.9,14.1,29.1,3.9,7.1,37,98.29841469,93.20518299,68.9,7.6,15.6,54.2,-4,27.8
 Jasson Domínguez,691176,2024,21,56,67,10,7,1,0,2,19,11,28.4,16.4,0.179,0.304,0.313,0.617,4,28,0,5,0.205,0.338,0.285,0.309,0.336,0.132,0.312,0.354,-0.026,-0.034,-0.024,75.4,89.4,5.1,24.3,10.8,2.7,45.9,103.1681632,95.78905676,71.4,14.7,23.4,49.3,-3,27.8
 Spencer Steer,668715,2024,26,574,656,129,71,34,4,20,137,72,20.9,11,0.225,0.402,0.319,0.721,92,227,3,25,0.235,0.379,0.316,0.315,0.328,0.144,0.348,0.345,-0.01,0.023,0.001,71.6,88,17.4,34.2,6.4,7.7,39.9,99.16343425,93.70875549,64.8,13.4,23.1,44.5,-2,28.2
 Jack Suwinski,669261,2024,25,247,277,45,28,8,0,9,79,27,28.5,9.7,0.182,0.324,0.264,0.588,26,124,1,9,0.22,0.361,0.26,0.292,0.299,0.141,0.315,0.367,-0.038,-0.037,-0.032,73.3,88.9,12.9,28.8,8.8,4.7,38.2,100.8541614,94.49330497,67.5,18.1,27.4,46.5,-7,28.3
 Luis Urias,649966,2024,27,94,109,18,7,7,0,4,34,9,31.2,8.3,0.191,0.394,0.303,0.697,16,37,0,0,0.206,0.4,0.309,0.318,0.315,0.194,0.386,0.402,-0.015,-0.006,-0.009,68.3,87.1,19.2,43.3,11.7,6.7,35,99.36257267,93.8120925,65.8,18.9,23.1,46.9,,26
 Weston Wilson,642215,2024,29,88,98,25,14,7,1,3,29,8,29.6,8.2,0.284,0.489,0.347,0.836,10,38,0,3,0.224,0.417,0.358,0.312,0.295,0.193,0.481,0.407,0.06,0.072,0.046,72.3,89.7,19.1,35,15,11.7,50,101.994087,95.71662085,65.9,20.8,33.9,45.9,-1,28.1
 Nico Hoerner,663538,2024,27,582,641,159,116,35,1,7,66,44,10.3,6.9,0.273,0.373,0.335,0.708,48,201,6,31,0.28,0.353,0.313,0.313,0.344,0.073,0.312,0.313,-0.007,0.02,0,68.2,85.7,10.4,36,1.2,2.1,27.6,95.98092653,91.99396585,63.7,6.9,11.9,48.4,,28.4
 Jace Peterson,607054,2024,34,22,26,1,1,0,0,0,6,3,23.1,11.5,0.045,0.045,0.154,0.199,1,12,0,0,0.202,0.235,0.113,0.246,0.29,0.033,0.052,0.254,-0.157,-0.19,-0.133,66.4,82.6,-12.4,17.6,0,0,23.5,92.67842667,90.74180706,70,17.1,31.3,47.1,,27.5
 Steward Berroa,672642,2024,25,37,45,7,6,1,0,0,14,8,31.1,17.8,0.189,0.216,0.333,0.549,1,13,2,6,0.142,0.183,0.268,0.24,0.295,0.041,0.285,0.229,0.047,0.033,0.028,69.5,84.7,16.3,26.1,0,0,21.7,94.69544,91.36606727,57.1,21.2,27.5,37.7,3,28.9
 Bligh Madris,676632,2024,28,67,75,18,14,3,0,1,20,6,26.7,8,0.269,0.358,0.324,0.682,5,15,0,0,0.228,0.363,0.301,0.287,0.288,0.136,0.378,0.356,0.041,-0.005,0.014,71.6,87.1,23.7,37.5,10.4,8.3,35.4,98.81826292,93.68937438,77.3,22.9,28.9,49.1,,27.1
 Mickey Gasper,681508,2024,28,18,23,0,0,0,0,0,8,4,34.8,17.4,0,0,0.217,0.217,0,10,0,0,0.21,0.264,0.151,0.315,0.382,0.053,0,0.376,-0.21,-0.264,-0.164,70.4,90.7,4.5,40,0,0,40,99.949156,94.503269,39,6.3,21.4,30.4,,27
 Kyle Manzardo,700932,2024,23,145,156,34,17,12,0,5,41,9,26.3,5.8,0.234,0.421,0.282,0.703,15,65,0,0,0.197,0.377,0.303,0.271,0.248,0.18,0.384,0.337,0.037,0.044,0.032,71.8,89.1,22.1,31.4,9.5,10.5,40,99.62705453,94.05642733,64.7,19,27.6,46.7,,25.9
 Daz Cameron,663662,2024,27,170,186,34,23,5,1,5,51,13,27.4,7,0.2,0.329,0.258,0.587,15,80,0,5,0.222,0.353,0.258,0.282,0.281,0.131,0.317,0.354,-0.022,-0.024,-0.024,72.9,91.6,8.6,36.4,8.3,6.6,48.8,101.2654245,95.19127767,68.3,18.1,28.3,49,-3,28.4
 Davis Wendzel,673995,2024,27,47,49,6,3,2,0,1,12,1,24.5,2,0.128,0.234,0.163,0.397,2,26,0,0,0.198,0.375,0.176,0.263,0.231,0.177,0.206,0.329,-0.07,-0.141,-0.087,71.9,85.4,17.8,25.7,8.6,5.7,28.6,97.16013412,92.67841324,65.3,21.9,26.1,51.8,,27.2
 Nick Allen,669397,2024,25,97,105,17,12,4,0,1,20,5,19,4.8,0.175,0.247,0.216,0.463,4,31,0,0,0.202,0.246,0.207,0.22,0.241,0.044,0.229,0.247,-0.027,0.001,-0.013,65,84.4,8.9,25,1.3,0,17.5,93.88705784,90.96698541,66.3,11.9,18.8,49.4,,27.6
 Shohei Ohtani,660271,2024,29,636,731,197,98,38,7,54,162,81,22.2,11.1,0.31,0.646,0.39,1.036,130,236,4,59,0.314,0.66,0.431,0.442,0.396,0.347,0.534,0.551,-0.004,-0.014,-0.011,76.3,95.8,16.2,37.8,21.5,9,60.1,106.7277924,98.77212236,69.7,23.1,29.8,47.3,,28.1
 Miguel Rojas,500743,2024,35,307,337,87,60,21,0,6,34,23,10.1,6.8,0.283,0.41,0.337,0.747,36,133,2,8,0.279,0.36,0.327,0.31,0.335,0.081,0.333,0.312,0.004,0.05,0.017,67.9,85,9.7,33.2,2.5,2.2,27.8,96.31782647,92.17444561,65.3,8.5,13.9,46.5,,25.8
 Cavan Biggio,624415,2024,29,188,224,37,27,5,0,5,72,24,32.1,10.7,0.197,0.303,0.314,0.617,19,102,0,2,0.179,0.239,0.285,0.256,0.298,0.06,0.348,0.294,0.018,0.064,0.029,66.9,82,21.2,37.3,2.5,5.9,16.9,92.81521544,90.56412588,55.4,16.1,23.8,38.2,2,28.5
 Patrick Bailey,672275,2024,25,401,448,94,69,16,1,8,100,39,22.3,8.7,0.234,0.339,0.298,0.637,46,188,0,4,0.258,0.398,0.281,0.319,0.324,0.141,0.321,0.376,-0.024,-0.059,-0.038,71.3,91.3,12.1,37.9,5.5,7.1,43,100.7393475,94.77063907,70,15.6,23.4,48.1,,25.2
 Teoscar Hernández,606192,2024,31,589,652,160,93,32,2,33,188,53,28.8,8.1,0.272,0.501,0.339,0.84,99,285,3,12,0.25,0.486,0.36,0.346,0.32,0.236,0.48,0.458,0.022,0.015,0.014,73.2,90.6,10.3,33.8,14.9,7.5,46.8,102.7273954,95.68911656,74.7,25,34,51.2,-9,28.6
 Adrian Del Castillo,680728,2024,24,80,87,25,16,5,0,4,28,7,32.2,8,0.313,0.525,0.368,0.893,19,40,1,1,0.215,0.389,0.384,0.293,0.279,0.174,0.55,0.397,0.098,0.136,0.091,72.4,87.6,18.3,36.5,11.5,3.8,34.6,97.88769654,93.05299333,69.3,22.6,31.1,49.7,,25.5
 Dylan Moore,664238,2024,31,368,441,74,37,23,4,10,123,53,27.9,12,0.201,0.367,0.32,0.687,42,151,6,32,0.201,0.324,0.306,0.297,0.323,0.124,0.353,0.338,0,0.043,0.009,73,88.4,22.6,38.2,8.8,6,36.3,98.78016696,93.44884728,65.3,19.3,24.8,42.4,0,28
 Nick Loftin,679845,2024,25,148,171,28,23,4,0,1,24,19,14,11.1,0.189,0.236,0.282,0.518,14,56,0,1,0.225,0.305,0.242,0.283,0.314,0.079,0.217,0.272,-0.036,-0.069,-0.041,69.5,83.6,9.9,30.7,3.1,1.6,26,95.32833159,91.73741691,65.7,6,15.3,42.8,,27.7
 José Tena,677588,2024,23,161,168,43,35,5,0,3,41,7,24.4,4.2,0.267,0.354,0.298,0.652,15,55,1,6,0.254,0.417,0.286,0.305,0.286,0.162,0.361,0.388,0.013,-0.063,-0.019,71.2,91.2,7.6,30.8,8.3,4.2,49.2,100.9725009,95.33151313,67.3,16.2,24,50.2,,28.1
