Name,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
 Jordan Hicks,663855,2024,27,481,423,112,75,23,2,12,96,47,20,9.8,0.265,0.414,0.349,0.763,0.258,0.423,0.336,0.339,0.344,0.165,0.373,0.378,0.007,-0.009,-0.003,71.5,89.6,8.9,34.7,9.4,8.2,42.2,78.41372611,94.63485336,65.4,14.6,24.6,44.3
 Josh Winckowski,670174,2024,26,336,298,81,56,15,0,10,60,26,17.9,7.7,0.272,0.423,0.334,0.757,0.262,0.41,0.327,0.322,0.327,0.148,0.366,0.36,0.01,0.013,0.005,71.3,88.5,7.1,34.1,6.1,6.1,43.1,76.73072667,94.34331821,66.3,14.4,20.9,47.8
 Ben Lively,594902,2024,32,632,577,139,86,26,4,23,118,49,18.7,7.8,0.241,0.419,0.305,0.724,0.24,0.399,0.315,0.309,0.305,0.159,0.352,0.344,0.001,0.02,0.006,71.6,90.2,14,30.7,6.5,8,41.5,80.45566323,94.19191479,68.4,13,18.6,46.6
 Alan Busenitz,641427,2024,33,21,21,9,7,1,0,1,3,0,14.3,0,0.429,0.619,0.429,1.048,0.403,0.603,0.451,0.438,0.403,0.2,0.526,0.51,0.026,0.016,0.013,70.4,89.2,11.5,44.4,11.1,5.6,38.9,78.43819111,94.15078389,73.5,20,31.6,50.7
 Jesse Chavez,445926,2024,40,264,241,60,38,11,1,10,55,19,20.8,7.2,0.249,0.427,0.304,0.731,0.263,0.411,0.315,0.318,0.318,0.148,0.369,0.373,-0.014,0.016,-0.003,71.7,87.3,11.1,37.6,6.3,6.3,35.4,75.52685745,93.66962262,63.5,13.7,17,42.3
 Touki Toussaint,657053,2024,28,117,97,35,24,6,2,3,26,18,22.2,15.4,0.361,0.557,0.462,1.019,0.271,0.406,0.437,0.36,0.392,0.136,0.528,0.402,0.09,0.151,0.077,72.1,88.8,7.7,40.3,5.6,6.9,38.9,79.02180417,93.32108361,60.6,17.5,27.5,41.5
 Jose Cuas,621016,2024,30,83,67,19,13,1,1,4,17,10,20.5,12,0.284,0.507,0.41,0.917,0.268,0.52,0.394,0.394,0.398,0.252,0.441,0.441,0.016,-0.013,0,71.4,92.8,15.6,35.3,11.8,9.8,43.1,84.86987923,94.90566608,68.8,23.7,28.4,44.2
 Spencer Schwellenbach,680885,2024,24,500,468,106,61,27,4,14,127,23,25.4,4.6,0.226,0.391,0.271,0.662,0.239,0.375,0.286,0.288,0.283,0.136,0.359,0.362,-0.013,0.016,-0.002,71.5,87.6,11.7,35.2,4.9,7.3,39.8,75.64425388,93.85355982,69.6,18.3,27.4,53.1
 Zach Plesac,668676,2024,29,54,47,12,5,3,0,4,5,7,9.3,13,0.255,0.574,0.352,0.926,0.291,0.623,0.392,0.424,0.383,0.332,0.39,0.431,-0.036,-0.049,-0.032,71.9,90.8,30.5,35.7,23.8,2.4,45.2,80.60633286,95.04960146,71.6,16.7,18.8,46.2
 Daniel Hudson,543339,2024,37,253,232,46,27,8,1,10,63,19,24.9,7.5,0.198,0.371,0.261,0.632,0.216,0.422,0.274,0.302,0.278,0.207,0.329,0.371,-0.018,-0.051,-0.028,72.1,90.4,18.1,30.6,12.4,7.1,49.4,79.881588,94.91438106,77.5,24.3,32.3,50.6
 Jake Bloss Jr.,814005,2024,23,55,51,16,9,1,1,5,11,3,20,5.5,0.314,0.667,0.352,1.019,0.274,0.529,0.428,0.362,0.315,0.254,0.526,0.437,0.04,0.138,0.066,71.7,86.9,19.3,45,15,2.5,30,75.7182255,93.17500975,72.2,14.5,23.4,52.1
 Humberto Castellanos,528748,2024,26,48,41,11,8,3,0,0,7,4,14.6,8.3,0.268,0.341,0.354,0.695,0.31,0.397,0.313,0.353,0.394,0.087,0.309,0.364,-0.042,-0.056,-0.04,71.3,86.9,18.9,48.6,0,5.7,37.1,75.17359222,93.80638771,69.2,15.9,15.6,48.4
 Jordan Leasure,673929,2024,25,142,120,32,18,7,1,6,26,18,18.3,12.7,0.267,0.492,0.362,0.854,0.243,0.424,0.366,0.336,0.342,0.181,0.401,0.357,0.024,0.068,0.03,71.2,88.8,17.8,34,7.2,9.3,35.1,78.72860479,93.54468305,72.2,20.5,26.6,48.4
 Roddery Muñoz,682610,2024,24,379,327,89,44,17,2,26,70,42,18.5,11.1,0.272,0.575,0.359,0.934,0.279,0.542,0.393,0.39,0.368,0.263,0.445,0.44,-0.007,0.033,0.003,72.4,90.8,15.9,41.2,13.7,8.4,45,80.7578871,94.73841588,67.4,15.4,23.6,45.7
 Ryan Brasier,518489,2024,36,110,101,22,13,5,1,3,25,5,22.7,4.5,0.218,0.376,0.248,0.624,0.247,0.396,0.265,0.289,0.277,0.149,0.322,0.355,-0.029,-0.02,-0.024,72.1,90.7,16.6,35,7.5,6.3,43.8,81.44790923,94.55440205,73.3,15.6,22.3,56.4
 Tyler Matzek,554431,2024,33,48,45,16,11,1,1,3,10,3,20.8,6.3,0.356,0.622,0.396,1.018,0.323,0.595,0.432,0.409,0.366,0.271,0.534,0.501,0.033,0.027,0.023,73,93.3,11.6,48.6,17.1,11.4,51.4,84.20689833,96.18931371,72,7.5,15.2,51.4
 Cristian Mena,691441,2024,21,15,12,4,2,0,0,2,2,3,13.3,20,0.333,0.833,0.467,1.3,0.292,0.66,0.529,0.46,0.434,0.368,0.586,0.483,0.041,0.173,0.069,72.8,94.8,21.4,20,20,0,50,87.62067,95.97313,75,14.3,29.4,48.6
 Kenny Rosenberg,670046,2024,28,104,96,28,17,6,0,5,17,8,16.3,7.7,0.292,0.51,0.346,0.856,0.286,0.518,0.365,0.366,0.341,0.232,0.415,0.417,0.006,-0.008,-0.001,72.1,90.3,17.1,36.7,10.1,5.1,38,80.68831205,94.17663218,69.5,17,22.2,46.9
 Spencer Strider,675911,2024,25,42,37,10,6,2,0,2,12,5,28.6,11.9,0.27,0.486,0.357,0.843,0.238,0.408,0.365,0.325,0.328,0.17,0.476,0.408,0.032,0.078,0.04,73.1,87,16.8,32,12,4,36,75.54938692,93.5540176,72.7,18.8,33,51.1
 Daniel Lynch IV,663738,2024,27,175,154,29,17,6,0,6,39,15,22.3,8.6,0.188,0.344,0.274,0.618,0.213,0.381,0.274,0.304,0.301,0.168,0.298,0.342,-0.025,-0.037,-0.03,72.9,90.2,11.5,30.8,9.4,6.8,47.9,80.2476039,94.73446444,65.9,17.4,28.3,46.4
 JoJo Romero,668941,2024,27,243,220,52,33,11,0,8,51,16,21,6.6,0.236,0.395,0.302,0.697,0.271,0.459,0.305,0.345,0.334,0.188,0.349,0.406,-0.035,-0.064,-0.04,71.6,89.9,7.9,34.5,10.5,4.7,39.8,79.34275157,94.41202176,61.6,13.3,25.4,43.7
 Gerardo Reyes Jr.,622103,2024,31,18,15,4,2,2,0,0,2,3,11.1,16.7,0.267,0.4,0.389,0.789,0.295,0.383,0.352,0.36,0.412,0.088,0.329,0.34,-0.028,0.017,-0.008,69,92,25,30.8,0,0,53.8,85.56134143,94.61123154,70.3,0,13.2,48.1
 Lucas Gilbreath,656458,2024,28,12,10,7,4,2,0,1,0,1,0,8.3,0.7,1.2,0.75,1.95,0.365,0.473,0.791,0.421,0.471,0.108,0.809,0.364,0.335,0.727,0.37,71.3,86.2,8.9,20,0,10,50,72.211808,94.138141,60,0,0,38.3
 Justin Anderson,605121,2024,31,243,205,48,34,9,0,5,57,33,23.5,13.6,0.234,0.351,0.347,0.698,0.239,0.417,0.314,0.339,0.351,0.179,0.346,0.386,-0.005,-0.066,-0.025,70.8,87.3,15.4,39.3,8.7,9.3,35.3,75.07682324,93.8490102,67.8,18,29.7,47.4
 Jeff Hoffman,656546,2024,31,265,244,48,31,9,2,6,89,16,33.6,6,0.197,0.324,0.253,0.577,0.202,0.343,0.252,0.264,0.259,0.141,0.345,0.364,-0.005,-0.019,-0.012,71.2,88.3,17.3,32.5,7.6,8.3,42,76.33091167,94.5328541,68.9,22.3,35.3,51.7
 Javier Assad,665871,2024,26,638,562,143,91,30,2,20,124,63,19.4,9.9,0.254,0.422,0.333,0.755,0.261,0.436,0.33,0.341,0.34,0.175,0.367,0.382,-0.007,-0.014,-0.011,72,89.1,13.3,36,8.8,4.7,39.8,78.30406009,94.27245294,62.4,12.6,17.9,42.5
 Clayton Beeter,690925,2024,25,15,14,4,2,2,0,0,5,1,33.3,6.7,0.286,0.429,0.333,0.762,0.236,0.392,0.331,0.295,0.287,0.156,0.475,0.415,0.05,0.037,0.036,72,89.8,21.8,44.4,11.1,11.1,44.4,80.67007,94.80951667,68,29.4,32,49
 Luke Maile,571912,2024,33,18,17,6,1,3,1,1,0,0,0,0,0.353,0.824,0.333,1.157,0.316,0.662,0.46,0.403,0.309,0.347,0.46,0.403,0.037,0.162,0.057,73.4,90.8,21.7,33.3,11.1,5.6,55.6,82.23392111,94.86049222,85.3,6.9,10,61.5
 Kyle Hurt,669165,2024,26,27,26,8,6,2,0,0,3,1,11.1,3.7,0.308,0.385,0.333,0.718,0.326,0.495,0.314,0.364,0.351,0.169,0.339,0.398,-0.018,-0.11,-0.05,69.1,90.4,14.8,47.8,4.3,8.7,47.8,82.24445583,94.34419652,82,22,25.5,63.2
 Hurston Waldrep,694462,2024,22,36,27,9,5,1,0,3,3,8,8.3,22.2,0.333,0.704,0.5,1.204,0.232,0.365,0.501,0.365,0.424,0.133,0.492,0.289,0.101,0.339,0.136,70.6,84.9,12.8,20.8,4.2,8.3,33.3,71.12234083,93.33819083,58.1,13.9,20.8,39.8
 Phil Bickford,641360,2024,28,39,36,10,7,2,0,1,6,1,15.4,2.6,0.278,0.417,0.316,0.733,0.211,0.324,0.319,0.256,0.252,0.114,0.358,0.277,0.067,0.093,0.063,71.7,91.4,15.6,23.3,6.7,3.3,43.3,82.74250267,94.5231469,56.9,22,28.6,40.9
 Giovanny Gallegos,606149,2024,32,94,84,24,9,9,0,6,21,10,22.3,10.6,0.286,0.607,0.362,0.969,0.251,0.418,0.409,0.33,0.331,0.167,0.5,0.384,0.035,0.189,0.079,72,86.9,9.7,30.2,9.5,7.9,41.3,74.30227281,93.93426444,69.7,13.2,26.7,46.6
 Sixto Sánchez,664350,2024,25,162,142,43,31,9,0,3,17,14,10.5,8.6,0.303,0.43,0.375,0.805,0.277,0.426,0.354,0.345,0.354,0.149,0.355,0.344,0.026,0.004,0.009,71,90,10.4,29.7,6.3,4.7,43.8,79.71618397,94.49248825,67.1,9.5,13.2,46.4
 Luis Severino,622663,2024,30,761,684,166,118,23,2,23,161,60,21.2,7.9,0.243,0.383,0.313,0.696,0.24,0.376,0.308,0.305,0.311,0.136,0.35,0.345,0.003,0.007,0.003,71.6,87.1,12.7,30.4,5.7,4,35.6,75.27241858,93.51566919,70.6,15.7,22,50.6
 Owen White,669391,2024,24,18,17,9,5,3,0,1,0,1,0,5.6,0.529,0.882,0.556,1.438,0.408,0.538,0.606,0.425,0.441,0.13,0.601,0.41,0.121,0.344,0.181,68.9,91.6,11.2,41.2,0,11.8,52.9,82.19404778,95.61083177,71.8,3.6,5.7,50.7
 Troy Taylor,700187,2024,22,81,74,15,7,4,0,4,25,7,30.9,8.6,0.203,0.419,0.272,0.691,0.205,0.352,0.299,0.278,0.273,0.147,0.396,0.361,-0.002,0.067,0.021,71.5,85.7,16.5,34.7,14.3,4.1,34.7,72.22566875,93.65286625,61.9,20.2,29.6,43.3
 Angel Chivilli,683409,2024,21,133,122,31,20,2,2,7,28,10,21.1,7.5,0.254,0.475,0.316,0.791,0.263,0.446,0.34,0.337,0.324,0.183,0.401,0.396,-0.009,0.029,0.003,71.4,89.1,9.3,31.9,10.6,4.3,46.8,77.4691583,94.63183213,74.6,24.7,36.9,53.4
 Jacob Waguespack,621097,2024,30,51,41,13,10,2,0,1,11,10,21.6,19.6,0.317,0.439,0.451,0.89,0.295,0.45,0.397,0.393,0.436,0.155,0.446,0.441,0.022,-0.011,0.004,71,86.9,10.6,40,6.7,6.7,36.7,75.34614867,93.48498862,61.8,34.9,38.2,40.3
 Kirby Yates,489446,2024,37,237,203,23,15,5,0,3,85,28,35.9,11.8,0.113,0.182,0.225,0.407,0.145,0.214,0.186,0.212,0.253,0.068,0.212,0.262,-0.032,-0.032,-0.026,71.2,87.5,15.2,16.5,4.1,2.5,33.1,77.03891787,93.21349736,67.6,28.6,33.6,49.3
 Bradley Blalock,687134,2024,23,147,126,35,20,10,1,4,20,20,13.6,13.6,0.278,0.468,0.381,0.849,0.295,0.482,0.371,0.384,0.397,0.187,0.377,0.395,-0.017,-0.014,-0.013,71.7,90.5,14.3,42.5,10.4,10.4,47.2,79.47381094,95.30619171,68.4,15.9,20.6,46.6
 Davis Daniel,669721,2024,27,134,127,39,23,11,0,5,28,6,20.9,4.5,0.307,0.512,0.343,0.855,0.278,0.422,0.367,0.321,0.316,0.145,0.448,0.385,0.029,0.09,0.046,71.9,87.2,17.9,39.4,10.1,3,39.4,74.7893132,93.91111303,67.2,14.5,20.2,49.8
 Fernando Cruz,518585,2024,34,288,250,54,30,14,1,9,109,35,37.8,12.2,0.216,0.388,0.314,0.702,0.223,0.386,0.307,0.311,0.32,0.163,0.451,0.46,-0.007,0.002,-0.004,71.3,88.7,13.9,41.3,9.8,5.6,44.1,76.18093243,94.84276806,67.4,23.5,38.2,46.7
 Joe Kelly,523260,2024,36,143,119,31,21,6,0,4,35,16,24.5,11.2,0.261,0.412,0.369,0.781,0.238,0.41,0.344,0.345,0.355,0.172,0.403,0.405,0.023,0.002,-0.001,70.4,88.7,8,33.7,12.8,4.7,43,77.07031093,94.62115129,68.3,15.3,22.4,46.2
 Anthony Maldonado,687424,2024,26,82,75,21,14,4,2,1,11,7,13.4,8.5,0.28,0.427,0.341,0.768,0.259,0.373,0.321,0.295,0.322,0.115,0.353,0.321,0.021,0.054,0.026,72,85.3,19.8,34.4,3.1,3.1,26.6,74.06364167,92.29292783,73.1,21.4,28.7,50.5
 Josh Sborz,622250,2024,30,68,65,16,11,4,0,1,17,3,25,4.4,0.246,0.354,0.279,0.633,0.27,0.406,0.277,0.31,0.303,0.136,0.349,0.396,-0.024,-0.052,-0.033,71.3,88.6,13.3,35.4,6.3,6.3,39.6,77.96623833,93.74685875,66.9,14.4,23,48.9
 Brock Stewart,592779,2024,32,67,59,15,10,3,0,2,20,8,29.9,11.9,0.254,0.407,0.343,0.75,0.244,0.364,0.331,0.312,0.335,0.119,0.428,0.395,0.01,0.043,0.019,70.3,91.2,15.6,48.7,2.6,17.9,59,78.9947535,96.96294872,71,25.8,30.4,50.4
 Anthony Molina,683627,2024,22,264,236,72,50,16,1,5,41,22,15.5,8.3,0.305,0.445,0.364,0.809,0.309,0.47,0.349,0.368,0.373,0.161,0.382,0.407,-0.004,-0.025,-0.019,71.5,90.4,11.2,38.7,8,6,45.7,79.13860717,95.19195518,72.4,11.7,18.8,47.7
 Jose Quijada,650671,2024,28,84,63,12,10,1,0,1,24,17,28.6,20.2,0.19,0.254,0.373,0.627,0.214,0.349,0.305,0.343,0.392,0.136,0.303,0.382,-0.024,-0.095,-0.038,70.3,90.7,24.2,46.3,4.9,14.6,39,81.784026,94.38315575,76.4,24.6,33.7,47
 Reynaldo López,625643,2024,30,543,492,108,74,22,2,10,148,42,27.3,7.7,0.22,0.333,0.28,0.613,0.241,0.394,0.271,0.307,0.304,0.153,0.333,0.389,-0.021,-0.061,-0.036,71.1,89.8,13.8,37.3,8.8,4.8,42.2,79.43965098,94.31776747,67,17.8,27.5,49
 Kolby Allard,663465,2024,26,117,109,34,23,4,2,5,23,8,19.7,6.8,0.312,0.523,0.359,0.882,0.249,0.441,0.378,0.321,0.301,0.191,0.45,0.373,0.063,0.082,0.057,72.2,88.9,15.7,27.9,8.1,4.7,40.7,77.15425907,94.42662977,68.4,16.9,21.6,48.9
 Keaton Winn,676775,2024,26,238,209,56,32,10,5,9,48,20,20.2,8.4,0.268,0.493,0.338,0.831,0.273,0.479,0.354,0.358,0.347,0.206,0.407,0.416,-0.005,0.014,-0.004,71.7,93.1,8.7,34.5,8.5,10.9,50.6,83.76388064,96.123965,70.9,16.4,25.2,52.5
 Bryan Shaw,543766,2024,36,24,20,8,4,3,0,1,4,4,16.7,16.7,0.4,0.7,0.5,1.2,0.298,0.551,0.496,0.404,0.415,0.253,0.584,0.452,0.102,0.149,0.092,72.4,95.5,15.6,43.8,18.8,6.3,56.3,88.41937875,96.5800975,73.5,11.1,14,45.3
 Brandon Crawford,543063,2024,37,10,7,3,3,0,0,0,0,2,0,20,0.429,0.429,0.6,1.029,0.313,0.441,0.474,0.437,0.519,0.128,0.378,0.325,0.116,-0.012,0.037,74.7,84.6,8.3,42.9,0,14.3,42.9,70.31756,94.72910286,66.7,0,0,28.6
 Tim Herrin,682120,2024,27,257,225,39,28,9,0,2,68,25,26.5,9.7,0.173,0.24,0.27,0.51,0.208,0.319,0.236,0.279,0.3,0.11,0.254,0.323,-0.035,-0.079,-0.043,70.8,86.9,7.4,28.3,6.9,5.7,36.5,75.23446513,93.348866,62.7,18.9,29.3,47
 Colin Rea,607067,2024,33,714,656,169,105,33,2,29,135,43,18.9,6,0.258,0.447,0.311,0.758,0.272,0.452,0.327,0.339,0.326,0.181,0.374,0.391,-0.014,-0.005,-0.012,72.2,90.4,15.2,36.3,8.7,6.8,42,80.21367819,94.59441517,67.7,15.3,19.3,46.8
 Josh Hader,623352,2024,30,278,251,43,25,5,1,12,105,25,37.8,9,0.171,0.343,0.248,0.591,0.173,0.329,0.261,0.257,0.25,0.156,0.371,0.364,-0.002,0.014,0.004,71.4,89.7,21.2,33.3,10.2,4.8,38.8,79.33693288,94.450776,75.7,32.7,40.5,54.4
 Ryder Ryan,656924,2024,29,93,78,21,13,5,1,2,17,9,18.3,9.7,0.269,0.436,0.359,0.795,0.27,0.451,0.346,0.358,0.363,0.181,0.372,0.39,-0.001,-0.015,-0.012,72.6,90.2,15.9,36.5,11.1,4.8,44.4,79.66426807,94.7730423,71,14.4,23.5,52.6
 Alex Faedo,656412,2024,28,246,210,49,31,9,0,9,55,28,22.4,11.4,0.233,0.405,0.328,0.733,0.249,0.383,0.322,0.324,0.343,0.134,0.361,0.365,-0.016,0.022,-0.002,70.5,88.3,14.8,39.4,6.3,4.4,34.4,77.90499359,93.48390269,70.8,21.1,31.1,47.9
 Michael Soroka,647336,2024,26,347,294,66,40,9,4,13,84,44,24.2,12.7,0.224,0.415,0.328,0.743,0.237,0.398,0.324,0.329,0.341,0.161,0.372,0.38,-0.013,0.017,-0.005,71,87.6,15.8,34.7,9.7,6,35.2,75.63078755,93.88222853,63.6,15.6,24.8,43.3
 Justin Lawrence,664875,2024,29,279,233,73,52,11,1,9,45,33,16.1,11.8,0.313,0.485,0.408,0.893,0.299,0.453,0.387,0.375,0.399,0.154,0.415,0.398,0.014,0.032,0.012,70.5,90,5.7,32.5,7.7,5.2,42.3,78.84001313,94.88308445,64.4,14.9,22.6,43.4
 Lucas Sims,608371,2024,30,215,179,41,25,7,1,8,49,30,22.8,14,0.229,0.413,0.341,0.754,0.222,0.384,0.331,0.32,0.336,0.162,0.367,0.349,0.007,0.029,0.011,71.1,85.4,24.1,32.8,9.7,8.2,31.3,72.82097455,92.99247439,65.7,16.4,25.8,46.4
 Camilo Doval,666808,2024,26,271,224,54,32,15,2,5,78,39,28.8,14.4,0.241,0.393,0.353,0.746,0.187,0.317,0.327,0.288,0.313,0.131,0.403,0.333,0.054,0.076,0.039,71.2,89.5,-0.2,27.6,8.6,5.3,42.8,77.66177284,94.94043742,61.8,19.6,34.3,43.6
 Reid Detmers,672282,2024,24,391,348,98,57,20,3,18,109,38,27.9,9.7,0.282,0.511,0.353,0.864,0.23,0.404,0.37,0.314,0.309,0.174,0.484,0.394,0.052,0.107,0.056,71.6,89.9,16.2,34.3,10.7,7.9,39.3,80.195033,94.04263113,68,21.4,29.2,48.9
 Rafael Montero,606160,2024,33,164,141,35,22,4,1,8,23,19,14,11.6,0.248,0.461,0.348,0.809,0.268,0.467,0.352,0.363,0.365,0.199,0.356,0.373,-0.02,-0.006,-0.011,71,89.8,11.3,36.1,10.1,6.7,42,79.6057485,94.22880832,70.1,12.4,17.9,45.1
 Andres Munoz,662253,2024,25,232,202,31,22,3,0,6,77,26,33.2,11.2,0.153,0.257,0.259,0.516,0.178,0.308,0.233,0.266,0.282,0.13,0.281,0.342,-0.025,-0.051,-0.033,70.1,86.3,1.5,31,8.7,2.4,33.3,74.79866397,92.94803352,62.7,24.3,39.8,45.4
 Hans Crouse,668968,2024,25,107,87,14,8,4,0,2,34,17,31.8,15.9,0.161,0.276,0.311,0.587,0.163,0.323,0.273,0.29,0.315,0.16,0.305,0.339,-0.002,-0.047,-0.017,71,85.4,25.3,31.5,9.3,9.3,29.6,73.61588462,92.61419423,65.1,23.2,35.4,44.6
 Trey Wingenter,622259,2024,30,42,37,13,10,1,0,2,6,4,14.3,9.5,0.351,0.541,0.415,0.956,0.309,0.472,0.413,0.372,0.377,0.163,0.457,0.402,0.042,0.069,0.041,70.4,90,7,34.4,3.1,9.4,50,81.84140313,94.00714903,72.2,26.2,30.7,49.2
 Shane Baz,669358,2024,25,319,285,57,41,7,0,9,69,27,21.6,8.5,0.2,0.319,0.276,0.595,0.219,0.37,0.266,0.295,0.295,0.151,0.289,0.332,-0.019,-0.051,-0.029,72.1,90.5,18.1,28.3,7.3,5,42,81.27222327,94.21289594,73.6,16.6,24.6,50.2
 Ky Bush,681066,2024,24,87,69,20,13,5,0,2,11,16,12.6,18.4,0.29,0.449,0.425,0.874,0.253,0.394,0.382,0.352,0.397,0.141,0.37,0.326,0.037,0.055,0.03,72.1,90.2,16.7,32.2,3.4,13.6,49.2,80.41677207,94.64892579,60.5,12,22.8,41.5
 Carson Fulmer,608334,2024,30,379,329,81,46,24,0,11,81,40,21.4,10.6,0.246,0.419,0.334,0.753,0.248,0.433,0.326,0.334,0.339,0.184,0.371,0.384,-0.002,-0.014,-0.008,72.3,90.6,13,34.1,9.5,7.1,44.4,80.4347144,94.85208209,64.9,15.3,25.8,46.3
 Sam Moll,594580,2024,32,152,134,27,19,4,1,3,38,14,25,9.2,0.201,0.313,0.283,0.596,0.193,0.318,0.261,0.265,0.279,0.125,0.301,0.307,0.008,-0.005,-0.004,71.1,88.8,10.1,27.6,6.1,6.1,36.7,78.35945771,93.81863313,63.8,19.2,25.6,45
 Ryan Thompson,657044,2024,32,272,252,64,47,8,4,5,52,15,19.1,5.5,0.254,0.377,0.296,0.673,0.258,0.405,0.29,0.309,0.302,0.148,0.337,0.362,-0.004,-0.028,-0.019,72.3,90,-0.5,26.5,7.4,4.9,44.6,78.24061694,95.26022148,65.1,15.2,23,49.8
 Josh Staumont,622251,2024,30,102,85,17,16,1,0,0,18,14,17.6,13.7,0.2,0.212,0.314,0.526,0.248,0.324,0.252,0.322,0.361,0.076,0.223,0.325,-0.048,-0.112,-0.07,71.3,86.8,11.8,29,2.9,4.3,34.8,75.40529147,93.14026529,64,12.5,25.9,44
 John Schreiber,670167,2024,30,224,198,48,36,10,1,1,46,20,20.5,8.9,0.242,0.318,0.321,0.639,0.229,0.316,0.287,0.285,0.311,0.087,0.311,0.31,0.013,0.002,0.002,71,89,10.2,25.3,3.9,3.2,37,77.77655053,94.1672988,67.7,16.4,21.6,45.6
 Gavin Stone,694813,2024,25,580,537,133,88,25,2,18,116,37,20,6.4,0.248,0.402,0.297,0.699,0.253,0.395,0.304,0.306,0.303,0.142,0.351,0.355,-0.005,0.007,-0.002,71.7,88.2,11.2,32.5,6.4,4.5,36.2,77.1074401,93.70292555,70.4,18,24.7,50.4
 Matt Waldron,663362,2024,27,625,568,145,90,32,2,21,133,40,21.3,6.4,0.255,0.43,0.315,0.745,0.246,0.406,0.323,0.313,0.308,0.16,0.378,0.364,0.009,0.024,0.01,71.5,88.1,16.4,33.9,7,6.4,35,77.17745051,93.58547759,65,16.3,20.8,45.3
 DL Hall,669084,2024,25,197,170,48,37,5,0,6,44,21,22.3,10.7,0.282,0.418,0.372,0.79,0.24,0.392,0.35,0.325,0.336,0.153,0.403,0.365,0.042,0.026,0.025,71.5,87.3,14,28.3,8.7,3.9,37.8,75.07350919,93.86319529,60.3,14.8,23.6,43.4
 Danny Coulombe,543056,2024,34,107,102,15,9,3,0,3,32,5,29.9,4.7,0.147,0.265,0.187,0.452,0.214,0.357,0.199,0.266,0.251,0.143,0.255,0.359,-0.067,-0.092,-0.067,71.3,90.3,11.8,27.1,5.7,7.1,47.1,79.79746714,95.03674768,62.1,14.9,24,44.6
 Mason Montgomery,682254,2024,24,37,32,6,3,3,0,0,17,5,45.9,13.5,0.188,0.281,0.297,0.578,0.204,0.343,0.266,0.296,0.312,0.139,0.427,0.5,-0.016,-0.062,-0.03,71.5,91.8,5.7,40,13.3,6.7,60,81.72159875,96.64711733,77.9,40,47,52.5
 Jake Bird,656234,2024,28,185,154,43,27,11,0,5,31,25,16.8,13.5,0.279,0.448,0.391,0.839,0.253,0.43,0.368,0.353,0.37,0.178,0.386,0.364,0.026,0.018,0.015,70.9,88.3,11.3,30.4,8.8,7.2,41.6,75.89467787,94.50840959,62.6,13.7,22.2,44.2
 Evan Phillips,623465,2024,29,228,207,48,31,11,0,6,63,17,27.6,7.5,0.232,0.372,0.291,0.663,0.225,0.349,0.288,0.282,0.287,0.125,0.366,0.356,0.007,0.023,0.006,70.7,85.9,11.9,36.1,6.1,4.1,32.7,74.22139808,92.7677913,64.9,17.4,27.7,47.2
 Adrian Morejon,670970,2024,25,272,246,63,40,17,2,4,71,21,26.1,7.7,0.256,0.39,0.314,0.704,0.225,0.345,0.304,0.283,0.289,0.12,0.382,0.351,0.031,0.045,0.021,71,86.6,7.1,31.8,8.4,3.9,32.4,74.82484787,93.30889638,69,18.9,27.3,52.1
 Matthew Liberatore,669461,2024,24,358,323,81,50,20,0,11,76,28,21.2,7.8,0.251,0.415,0.312,0.727,0.25,0.415,0.313,0.316,0.313,0.165,0.367,0.371,0.001,0,-0.003,71.5,89.7,13.2,31.7,7.1,7.1,38.6,79.15338148,94.39036477,72.5,18,25.1,52.1
 Mike Clevinger,605182,2024,33,78,69,22,12,5,1,4,15,9,19.2,11.5,0.319,0.594,0.397,0.991,0.284,0.581,0.418,0.398,0.367,0.297,0.493,0.465,0.035,0.013,0.02,72.2,90,18.3,40.7,14.8,3.7,37,79.7783337,94.50776642,64.7,25.3,26.6,47.2
 Ronel Blanco,669854,2024,30,676,599,114,63,26,3,22,166,68,24.6,10.1,0.19,0.354,0.273,0.627,0.226,0.391,0.276,0.309,0.307,0.164,0.315,0.366,-0.036,-0.037,-0.033,71.8,88.7,16.4,30.1,9.3,4.8,35.5,78.14814367,93.70237739,68.4,17.7,29,48.6
 Orlando Ribalta,687377,2024,26,23,20,10,8,2,0,0,3,2,13,8.7,0.5,0.6,0.565,1.165,0.334,0.426,0.507,0.378,0.421,0.093,0.563,0.388,0.166,0.174,0.129,72.3,90.4,20.2,47.1,0,11.8,35.3,82.72505111,93.26083824,80,35,32.1,54.6
 Edward Cabrera,665795,2024,26,417,361,82,54,12,1,15,107,49,25.7,11.8,0.227,0.391,0.326,0.717,0.243,0.419,0.317,0.335,0.34,0.176,0.371,0.4,-0.016,-0.028,-0.018,72.3,89.7,10,32.4,8.6,8.6,45.7,78.09417746,94.92191742,65.5,16.1,28,45.5
