Name,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
 Simeon Woods Richardson,680573,2024,23,569,509,125,87,21,1,16,117,48,20.6,8.4,0.246,0.385,0.31,0.695,0.239,0.394,0.305,0.31,0.308,0.155,0.344,0.353,0.007,-0.009,-0.005,71.5,88.4,18.5,35.7,8.2,6.5,36.2,78.06318392,93.54377801,69.5,17.2,22.3,49.8
 DJ Herz,687792,2024,23,382,340,76,53,11,1,11,106,36,27.7,9.4,0.224,0.359,0.303,0.662,0.208,0.34,0.294,0.281,0.289,0.133,0.36,0.34,0.016,0.019,0.013,71.7,89.4,18,30.9,8.1,5.9,34.7,79.79870026,93.63557701,69.3,23.6,29.3,48.9
 Justin Wrobleski,680736,2024,23,154,137,34,16,9,0,9,26,16,16.9,10.4,0.248,0.511,0.331,0.842,0.282,0.528,0.361,0.381,0.361,0.246,0.395,0.423,-0.034,-0.017,-0.02,71.2,90,21.7,44.1,11.7,5.4,36.9,79.89484218,94.25360673,66.3,16.7,22.3,46.1
 Ryan Helsley,664854,2024,29,266,238,50,41,6,0,3,79,23,29.7,8.6,0.21,0.273,0.275,0.548,0.212,0.301,0.243,0.257,0.28,0.089,0.306,0.328,-0.002,-0.028,-0.014,70.7,89.4,18.3,36.6,3.7,7.9,35.4,80.15601207,93.65712295,69.7,24.1,36.1,53
 Paul Skenes,694973,2024,22,514,475,94,69,14,1,10,170,32,33.1,6.2,0.198,0.295,0.257,0.552,0.192,0.297,0.247,0.248,0.253,0.105,0.328,0.33,0.006,-0.002,-0.001,70.9,87.8,8.4,27.8,5.2,6.2,36.3,76.61852862,93.6298531,68.5,20.8,28.7,49.8
 Cal Quantrill,615698,2024,29,656,571,156,101,26,6,23,110,69,16.8,10.5,0.273,0.461,0.361,0.822,0.274,0.434,0.358,0.351,0.362,0.161,0.384,0.375,-0.001,0.027,0.007,71.5,89.1,11.1,37.1,7.3,7.7,41.2,77.92321026,94.35473824,69.7,16.7,21.6,45.7
 Luis Castillo,622491,2024,31,719,663,158,95,36,2,25,175,47,24.3,6.5,0.238,0.412,0.293,0.705,0.244,0.404,0.305,0.306,0.298,0.16,0.374,0.376,-0.006,0.008,-0.001,71.3,89.7,16.3,37,8.5,6.7,41.9,78.93813156,94.54651673,71.2,17.9,25.9,50.6
 Blake Treinen,595014,2024,36,184,170,33,19,9,0,5,56,11,30.4,6,0.194,0.335,0.25,0.585,0.187,0.295,0.257,0.242,0.244,0.108,0.333,0.309,0.007,0.04,0.015,71.2,87.6,14,23.5,5.2,4.3,33.9,76.51343368,93.46724805,61.4,14.7,27.9,48.2
 Ryan Borucki,621366,2024,30,51,45,14,9,3,0,2,13,4,25.5,7.8,0.311,0.511,0.38,0.891,0.314,0.548,0.385,0.401,0.383,0.234,0.494,0.519,-0.003,-0.037,-0.016,71.5,89.1,5.4,42.4,12.1,0,33.3,78.61133733,93.834587,69.6,18.2,34.5,50
 Mike Baumann,657508,2024,28,264,228,59,36,10,4,9,58,28,22,10.6,0.259,0.456,0.345,0.801,0.238,0.408,0.344,0.329,0.331,0.17,0.397,0.373,0.021,0.048,0.015,71.6,91.1,14.5,33.9,9.2,4.6,43.7,82.20074379,94.54731254,69.9,16.2,24.5,48.6
 Brendon Little,663893,2024,27,193,172,41,29,5,0,7,36,19,18.7,9.8,0.238,0.39,0.318,0.708,0.251,0.381,0.309,0.314,0.33,0.129,0.34,0.347,-0.013,0.009,-0.005,72.5,87.9,-6.9,21.9,5.8,2.2,38,76.88922299,93.61487541,67.7,17.1,29.7,46
 José Buttó,676130,2024,26,294,246,41,26,9,0,6,79,38,26.9,12.9,0.167,0.276,0.287,0.563,0.19,0.318,0.26,0.288,0.309,0.128,0.272,0.32,-0.023,-0.042,-0.028,72.1,88.7,15.9,30.2,7.6,6.4,37.8,78.05346895,93.91143842,66.1,18.1,32,43.8
 Yu Darvish,506433,2024,37,331,300,65,39,13,1,12,78,22,23.6,6.6,0.217,0.387,0.274,0.661,0.228,0.385,0.286,0.295,0.287,0.157,0.34,0.352,-0.011,0.002,-0.009,71.5,89.4,17.1,32,7.5,6.1,39.9,79.06428062,94.15453502,69.4,19.2,25.6,51.5
 Spencer Bivens,702352,2024,30,202,188,47,31,7,0,9,37,11,18.3,5.4,0.25,0.431,0.294,0.725,0.245,0.432,0.311,0.31,0.29,0.187,0.359,0.358,0.005,-0.001,0.001,71.5,88.7,8.7,28.1,7.8,6.5,36.6,78.22503053,93.73621421,65.8,15.7,18.7,46
 Chris Flexen,623167,2024,29,707,635,180,109,44,3,24,123,63,17.4,8.9,0.283,0.476,0.349,0.825,0.258,0.437,0.355,0.333,0.327,0.179,0.399,0.368,0.025,0.039,0.022,71.6,88.7,17.3,37,8.1,7.7,37.4,77.94860802,93.93552304,68.6,15.6,22.7,46
 Josh Fleming,676596,2024,28,138,123,34,25,6,0,3,17,14,12.3,10.1,0.276,0.398,0.355,0.753,0.257,0.374,0.334,0.32,0.338,0.117,0.337,0.318,0.019,0.024,0.014,72,86.6,6.6,23.6,3.8,4.7,33.3,74.96868269,93.07758846,65.6,17.3,18.8,46.8
 Steven Wilson,621051,2024,29,163,128,29,14,7,0,8,34,26,20.9,16,0.227,0.469,0.362,0.831,0.246,0.437,0.347,0.352,0.382,0.191,0.387,0.394,-0.019,0.032,-0.005,71,86.6,26.2,34,12,4,31,75.72072755,92.83628505,69.4,20.2,24.7,46.2
 Scott Blewett,656240,2024,28,85,76,17,10,5,0,2,18,8,21.2,9.4,0.224,0.368,0.306,0.674,0.246,0.388,0.29,0.307,0.326,0.143,0.331,0.355,-0.022,-0.02,-0.017,71.4,91.9,14.3,27.6,8.6,5.2,46.6,82.34284897,95.38255897,73.8,20.3,25.7,52.4
 Charlie Morton,450203,2024,40,701,613,154,94,35,2,23,167,65,23.8,9.3,0.251,0.427,0.339,0.766,0.243,0.401,0.335,0.326,0.333,0.159,0.394,0.379,0.008,0.026,0.009,71.6,88.7,9,33,9.3,5.5,38.4,77.72973688,93.92910531,66.3,16.1,26.1,46.6
 Mark Leiter Jr.,643410,2024,33,256,231,55,37,9,1,8,86,22,33.6,8.6,0.238,0.39,0.313,0.703,0.224,0.348,0.308,0.288,0.3,0.124,0.427,0.392,0.014,0.042,0.02,72.1,88.8,11.3,33.1,8.3,6.2,40,77.69809,94.12099382,63.6,23.2,38.3,46.8
 Jonathan Bowlan,680742,2024,27,17,14,6,3,0,0,3,3,3,17.6,17.6,0.429,1.071,0.529,1.6,0.275,0.488,0.639,0.39,0.403,0.213,0.799,0.416,0.154,0.583,0.249,71.6,85.7,18.8,36.4,9.1,9.1,36.4,74.346545,93.15316546,65.6,23.8,31.3,47.1
 Robert Suarez,663158,2024,33,258,240,52,38,7,0,7,59,16,22.9,6.2,0.217,0.333,0.265,0.598,0.218,0.355,0.262,0.272,0.267,0.137,0.311,0.326,-0.001,-0.022,-0.01,70.6,89,16,30.6,7.7,4.4,40.4,78.547847,94.08298422,77.4,21.9,24.3,55.6
 Cristopher Sánchez,650911,2024,27,754,706,182,135,34,2,11,153,44,20.3,5.8,0.258,0.358,0.301,0.659,0.258,0.362,0.29,0.293,0.301,0.105,0.338,0.342,0,-0.004,-0.003,72,87.4,2.4,30.2,5.4,4.1,34.5,75.18960646,93.87069305,66.9,17.1,24.3,51.6
 Kyle Harrison,690986,2024,22,532,476,125,81,25,1,18,118,42,22.2,7.9,0.263,0.433,0.328,0.761,0.257,0.436,0.33,0.338,0.328,0.18,0.388,0.4,0.006,-0.003,-0.008,71.4,90.7,14.9,34.2,10.1,6.3,44.1,80.40509807,94.93366332,65.8,17.5,23.6,46.2
 Shawn Dubin,681869,2024,28,207,176,45,30,12,0,3,49,26,23.7,12.6,0.256,0.375,0.353,0.728,0.22,0.338,0.324,0.307,0.328,0.118,0.367,0.341,0.036,0.037,0.017,72.1,89.5,12.1,31.5,7.7,5.4,42.3,78.97099477,94.30638349,63.2,18.9,26.3,42.5
 Riley O'Brien,676617,2024,29,46,36,13,8,2,1,2,11,8,23.9,17.4,0.361,0.639,0.478,1.117,0.286,0.44,0.467,0.388,0.425,0.154,0.587,0.447,0.075,0.199,0.079,69.4,89,17.7,42.3,7.7,3.8,42.3,78.47116692,93.77801269,62.8,20.4,27.3,39.7
 Greg Weissert,669711,2024,29,263,237,65,49,9,0,7,58,20,22.1,7.6,0.274,0.401,0.324,0.725,0.248,0.367,0.31,0.291,0.303,0.119,0.374,0.348,0.026,0.034,0.019,70.6,88.9,12.8,33.5,5.9,4.9,40.5,78.21967264,93.98990423,64.1,15.2,20.3,48.3
 Nick Nelson,656793,2024,28,26,23,8,7,0,1,0,8,2,30.8,7.7,0.348,0.435,0.423,0.858,0.222,0.281,0.379,0.275,0.312,0.06,0.517,0.336,0.126,0.154,0.104,70.6,83.5,23,26.7,0,6.7,33.3,71.00311625,92.711242,53.8,4.8,22.7,45.8
 Vladimir Gutierrez,661269,2024,28,17,15,3,2,0,0,1,4,2,23.5,11.8,0.2,0.4,0.294,0.694,0.165,0.371,0.305,0.281,0.264,0.206,0.347,0.309,0.035,0.029,0.024,,81.3,28.2,36.4,9.1,0,18.2,71.974075,90.45765546,77.8,19,28.9,47.5
 Jordan Weems,607179,2024,31,196,170,49,32,8,2,7,35,24,17.9,12.2,0.288,0.482,0.383,0.865,0.257,0.433,0.376,0.348,0.355,0.176,0.413,0.372,0.031,0.049,0.028,71.2,89.7,15.1,33.3,8.9,6.7,43,78.84585343,94.78303233,71.6,14.6,20.3,49
 Michael Kopech,656629,2024,28,279,234,44,31,4,0,9,88,34,31.5,12.2,0.188,0.321,0.299,0.62,0.192,0.346,0.277,0.29,0.303,0.154,0.336,0.36,-0.004,-0.025,-0.013,71.3,89,16.9,34.2,10.5,3.9,40.8,78.87688133,93.87934544,64.4,25.7,32.8,46.9
 Bailey Horn,690544,2024,26,88,75,22,13,4,0,5,13,10,14.8,11.4,0.293,0.547,0.368,0.915,0.315,0.485,0.379,0.375,0.391,0.17,0.418,0.411,-0.022,0.062,0.004,71.1,90.8,6.8,36.9,10.8,4.6,41.5,81.0267575,94.72226719,64.6,17.7,22.1,46.2
 Nick Lodolo,666157,2024,26,493,437,101,62,26,0,13,122,37,24.7,7.5,0.231,0.38,0.316,0.696,0.226,0.356,0.309,0.299,0.312,0.13,0.361,0.345,0.005,0.024,0.01,71.8,89.2,11.8,32.6,8.2,5.7,38,78.48775885,94.16402725,62.6,18,28.1,46.4
 Ricky Vanasco,676568,2024,25,15,15,3,2,1,0,0,1,0,6.7,0,0.2,0.267,0.2,0.467,0.319,0.373,0.201,0.305,0.319,0.054,0.216,0.327,-0.119,-0.106,-0.104,69.8,87.3,1.2,21.4,0,0,35.7,76.42535286,93.88668071,70.4,10.5,17.4,51.1
 Hayden Wesneski,669713,2024,26,283,260,56,34,10,0,12,67,21,23.7,7.4,0.215,0.392,0.279,0.671,0.234,0.427,0.293,0.315,0.296,0.193,0.348,0.38,-0.019,-0.035,-0.022,71.8,87.6,10.8,32.6,9.3,6.2,36.8,75.6737051,93.85465901,62,11.4,25.7,45.6
 Jose A. Ferrer,678606,2024,24,129,119,27,24,1,1,1,25,6,19.4,4.7,0.227,0.277,0.271,0.548,0.229,0.283,0.245,0.256,0.28,0.054,0.271,0.286,-0.002,-0.006,-0.011,71.2,90.7,5.4,21.9,1,3.1,47.9,80.35032563,95.0123199,63,13.4,22,48.7
 Justin Slaten,686580,2024,26,224,211,47,36,6,1,4,58,9,25.9,4,0.223,0.318,0.259,0.577,0.234,0.347,0.253,0.278,0.273,0.114,0.316,0.353,-0.011,-0.029,-0.025,71.1,87.8,8.6,30.3,3.9,7.1,36.8,76.35749935,93.7416724,71.2,16.9,29,53.5
 Kyle Finnegan,640448,2024,32,271,245,61,45,4,3,9,60,24,22.1,8.9,0.249,0.4,0.315,0.715,0.261,0.411,0.309,0.321,0.327,0.15,0.365,0.382,-0.012,-0.011,-0.012,71.7,91.3,10.6,31.6,7,8,48.1,80.41569495,95.62157714,72.4,18.2,23.1,53.2
 Emmanuel Ramirez,642629,2024,29,92,80,21,10,6,2,3,21,8,22.8,8.7,0.263,0.5,0.348,0.848,0.254,0.417,0.362,0.336,0.343,0.163,0.428,0.388,0.009,0.083,0.026,71.9,91,17.5,33.3,6.7,15,45,81.33982667,95.17107305,66.7,20.2,27.9,46.4
 Antonio Senzatela,622608,2024,29,54,46,15,10,1,1,3,7,8,13,14.8,0.326,0.587,0.426,1.013,0.317,0.612,0.432,0.435,0.418,0.295,0.457,0.461,0.009,-0.025,-0.003,72.2,89.9,16.5,43.6,15.4,5.1,46.2,78.5215785,94.74583385,65.1,12.7,17.6,41.7
 Ty Adcock,686654,2024,27,21,19,7,3,0,0,4,3,2,14.3,9.5,0.368,1,0.429,1.429,0.338,0.806,0.582,0.5,0.401,0.469,0.678,0.571,0.03,0.194,0.082,70.5,90,20.8,50,25,0,50,78.700835,95.39376688,73.9,11.8,15.9,51.2
 Nick Burdi,595897,2024,31,45,34,5,4,0,0,1,12,9,26.7,20,0.147,0.235,0.356,0.591,0.155,0.234,0.294,0.297,0.362,0.079,0.253,0.26,-0.008,0.001,-0.003,71.4,84,30.2,31.8,4.5,4.5,31.8,70.79319909,92.59619046,65.2,19,26.7,41
 Andrew Walters,689958,2024,23,32,26,1,0,1,0,0,6,5,18.8,15.6,0.038,0.077,0.188,0.265,0.174,0.258,0.147,0.267,0.303,0.084,0.06,0.243,-0.136,-0.181,-0.12,70.1,87.6,27,42.9,0,4.8,23.8,79.56034091,92.21859476,81,23.5,33.8,53.8
 Casey Legumina,668984,2024,27,47,44,15,10,2,1,2,7,2,14.9,4.3,0.341,0.568,0.383,0.951,0.281,0.442,0.407,0.336,0.327,0.161,0.46,0.37,0.06,0.126,0.071,72.6,93.1,2.8,24.3,5.4,5.4,54.1,83.87038105,96.25593838,70.3,6.3,10.2,53
 Tyler Wells,669330,2024,29,67,64,18,10,4,1,3,13,3,19.4,4.5,0.281,0.516,0.313,0.829,0.316,0.615,0.353,0.408,0.347,0.3,0.423,0.495,-0.035,-0.099,-0.055,72.5,89.9,17,37.3,11.8,9.8,45.1,77.83302269,95.39068098,71.5,20.5,27.2,52.5
 Randy Vásquez,681190,2024,25,431,391,119,81,23,2,13,62,29,14.4,6.7,0.304,0.473,0.36,0.833,0.306,0.487,0.36,0.368,0.362,0.181,0.393,0.403,-0.002,-0.014,-0.008,72.1,88.7,15,38.7,8.7,6.3,39.6,76.95642271,94.43234976,70.6,12.3,18.9,49.7
 Dane Dunning,641540,2024,29,421,373,97,59,19,1,18,91,40,21.6,9.5,0.26,0.461,0.34,0.801,0.262,0.469,0.347,0.35,0.341,0.207,0.403,0.408,-0.002,-0.008,-0.003,72.1,90.4,13.6,33.8,10.9,6.7,45.8,79.43520943,95.25408224,66,17.1,23.7,45.5
 Shawn Armstrong,542888,2024,33,295,266,77,52,17,2,6,66,25,22.4,8.5,0.289,0.436,0.354,0.79,0.277,0.442,0.345,0.345,0.345,0.165,0.411,0.413,0.012,-0.006,0,71.5,88.9,16.7,36.6,8.9,4,38.1,77.5847539,94.1636783,68.7,19.1,22.9,50.9
 James Paxton,572020,2024,35,437,379,95,63,18,2,12,73,50,16.7,11.4,0.251,0.404,0.336,0.74,0.255,0.403,0.324,0.334,0.343,0.148,0.341,0.354,-0.004,0.001,-0.01,71.4,90.5,16,32.6,8,7,43.1,80.36229601,94.55886307,69.3,12.5,21.1,47.2
 Griffin Canning,656288,2024,28,739,656,174,112,28,3,31,130,66,17.6,8.9,0.265,0.459,0.334,0.793,0.259,0.437,0.341,0.333,0.329,0.178,0.378,0.367,0.006,0.022,0.008,72.2,90.5,14.3,32.4,8.6,5.4,41.9,80.44388652,94.70050589,70.2,14.3,24.5,48.4
 Ty Madden,680744,2024,24,101,91,25,18,5,0,2,17,8,16.8,7.9,0.275,0.396,0.337,0.733,0.254,0.387,0.322,0.313,0.319,0.134,0.35,0.338,0.021,0.009,0.009,71.2,90.1,15.6,34.7,8,5.3,37.3,81.20144081,93.67030108,74.2,12.2,24.4,50.9
 Frankie Montas,593423,2024,31,655,576,140,87,28,1,24,148,66,22.6,10.1,0.243,0.42,0.325,0.745,0.247,0.428,0.325,0.333,0.33,0.181,0.376,0.388,-0.004,-0.008,-0.008,72.2,89.3,13.5,36.2,9.2,7.4,43.1,77.76235797,94.5763134,70.6,17.7,24.9,48.7
 Eduardo Rodriguez,593958,2024,31,224,202,56,33,14,1,8,47,19,21,8.5,0.277,0.475,0.341,0.816,0.275,0.485,0.35,0.357,0.341,0.209,0.414,0.423,0.002,-0.01,-0.007,71.9,88.7,14.5,39.5,10.8,7.6,42,76.89403468,94.55394487,65.3,20.5,22.4,46.4
 Jeff Criswell,676105,2024,25,87,76,20,12,4,0,4,27,9,31,10.3,0.263,0.474,0.345,0.819,0.247,0.451,0.353,0.342,0.334,0.204,0.476,0.459,0.016,0.023,0.011,71.8,87.7,11.9,50,12,10,42,74.816625,94.41101149,68.2,31.7,39,46.3
 Dean Kremer,665152,2024,28,553,493,110,73,19,0,18,123,51,22.2,9.2,0.223,0.371,0.297,0.668,0.239,0.423,0.294,0.326,0.315,0.184,0.334,0.381,-0.016,-0.052,-0.032,71.5,87.4,15.1,31.1,9.8,4,35.4,75.88074189,93.50789203,65.1,17.1,23.3,46.2
 Pete Fairbanks,664126,2024,30,185,166,36,28,4,0,4,44,17,23.8,9.2,0.217,0.313,0.288,0.601,0.255,0.394,0.265,0.312,0.323,0.139,0.308,0.377,-0.038,-0.081,-0.047,71.1,89.1,15.3,31.5,5.6,4.8,41.1,78.05730607,94.44969844,63.3,15,21.8,44.8
 Darius Vines,670241,2024,26,66,59,21,13,4,0,4,9,4,13.6,6.1,0.356,0.627,0.394,1.021,0.331,0.539,0.427,0.388,0.372,0.208,0.475,0.425,0.025,0.088,0.039,72.4,88.3,17.7,32.7,9.6,5.8,48.1,75.31594462,94.87000404,76.9,11,22.3,50.6
 Chase Shugart,663767,2024,27,36,33,8,6,1,0,1,8,3,22.2,8.3,0.242,0.364,0.306,0.67,0.224,0.349,0.296,0.283,0.289,0.126,0.344,0.325,0.018,0.015,0.013,71.2,86.3,23.6,40,4,8,32,75.73565539,92.6712644,71.9,13,17.5,56.3
 Andrew Nardi,677053,2024,25,210,188,44,24,11,2,7,70,18,33.3,8.6,0.234,0.426,0.301,0.727,0.194,0.317,0.312,0.259,0.267,0.122,0.437,0.346,0.04,0.109,0.053,70.4,88.2,21.5,33.9,7.4,5.8,34.7,77.75584949,93.37850509,72.4,23.9,31.1,51.8
 José Suarez,660761,2024,26,240,208,57,29,17,4,7,56,27,23.3,11.3,0.274,0.495,0.367,0.862,0.256,0.404,0.371,0.337,0.353,0.148,0.442,0.388,0.018,0.091,0.034,71.7,89,13.4,37.3,8.5,9.8,47.7,76.74138662,94.97084118,68.1,16,27.5,46
 Ethan Roberts,681799,2024,26,118,107,31,24,3,1,3,26,10,22,8.5,0.29,0.421,0.356,0.777,0.257,0.399,0.341,0.32,0.327,0.142,0.403,0.373,0.033,0.022,0.021,71.5,91,20.6,40.7,7.4,7.4,43.2,81.69947317,94.86284025,65.8,15.4,27.2,45.8
 Jhonathan Díaz,646242,2024,27,47,44,14,8,3,1,2,8,3,17,6.4,0.318,0.568,0.362,0.93,0.25,0.395,0.395,0.304,0.298,0.145,0.459,0.34,0.068,0.173,0.091,71.1,89.2,13.9,30.6,2.8,13.9,36.1,79.56054111,93.52796343,66.7,8.9,15.4,47
 Jack Leiter,683004,2024,24,173,148,44,26,9,2,7,31,17,17.9,9.8,0.297,0.527,0.374,0.901,0.281,0.507,0.384,0.376,0.363,0.226,0.431,0.42,0.016,0.02,0.008,71.5,91.2,16.4,35.5,9.9,9.1,44.6,80.95492729,95.26433483,72.7,19.8,27.9,48.7
 Daniel Robert,642016,2024,29,26,22,6,5,0,0,1,6,2,23.1,7.7,0.273,0.409,0.385,0.794,0.216,0.327,0.357,0.307,0.337,0.11,0.404,0.323,0.057,0.082,0.05,70.5,84.8,28.5,31.3,6.3,0,18.8,74.8312225,91.33649063,69.8,23.3,27.7,45.6
 Matt Barnes,598264,2024,34,60,55,16,11,4,0,1,10,4,16.7,6.7,0.291,0.418,0.339,0.757,0.3,0.502,0.331,0.367,0.347,0.202,0.373,0.42,-0.009,-0.084,-0.036,71.3,90.9,17,35.6,8.9,4.4,42.2,81.9559013,94.56387756,70,12.9,21.5,45.1
 Julian Aguiar,687924,2024,23,140,123,30,16,6,0,8,19,12,13.6,8.6,0.244,0.488,0.336,0.824,0.234,0.454,0.354,0.339,0.327,0.221,0.366,0.346,0.01,0.034,0.015,72.3,88.9,18,31.7,11.5,7.7,35.6,77.8764002,94.01454137,72.8,15.7,18.6,49.6
 Ronny Henriquez,678692,2024,24,82,75,20,16,1,1,2,15,5,18.3,6.1,0.267,0.387,0.329,0.716,0.276,0.458,0.312,0.345,0.338,0.182,0.351,0.395,-0.009,-0.071,-0.033,71.6,91.7,7.4,30,8.3,8.3,50,82.81249367,94.92591183,73.6,15.6,24.3,50.2
 Aaron Nola,605400,2024,31,820,764,189,118,39,2,30,197,50,24,6.1,0.247,0.421,0.295,0.716,0.244,0.388,0.31,0.299,0.293,0.144,0.382,0.366,0.003,0.033,0.011,71.7,88.5,12,35.4,7.2,7.4,38.2,77.26534357,94.03817405,66.7,15.9,25.2,48.6
 Shelby Miller,571946,2024,33,225,203,41,22,10,0,9,49,13,21.8,5.8,0.202,0.384,0.262,0.646,0.222,0.389,0.28,0.3,0.285,0.167,0.319,0.348,-0.02,-0.005,-0.02,70.3,91.1,16.8,31,7.6,5.7,41.1,82.00980848,94.57693247,69,17.6,24.3,49.3
 José Marte,665896,2024,28,80,68,14,9,4,0,1,14,10,17.5,12.5,0.206,0.309,0.313,0.622,0.246,0.348,0.283,0.325,0.358,0.102,0.273,0.335,-0.04,-0.039,-0.042,72.6,88.1,4.7,23.6,3.6,3.6,36.4,77.488165,93.576986,67.1,18.4,27.1,45
 Ty Blach,621389,2024,33,330,301,103,65,20,1,17,36,18,10.9,5.5,0.342,0.585,0.387,0.972,0.317,0.571,0.413,0.401,0.367,0.254,0.443,0.429,0.025,0.014,0.012,72,90.7,13.2,37.8,12.2,5.6,42.6,80.23793542,94.98056821,69.2,10.5,14.8,50.1
 Connor Gillispie,687362,2024,26,32,26,4,2,2,0,0,8,5,25,15.6,0.154,0.231,0.281,0.512,0.184,0.328,0.241,0.293,0.31,0.144,0.225,0.311,-0.03,-0.097,-0.052,72.8,90.3,24.2,36.8,15.8,5.3,47.4,80.380316,95.04400684,75.4,20.4,25.8,47.8
 Seth Halvorsen,678020,2024,24,46,43,8,6,0,0,2,13,2,28.3,4.3,0.186,0.326,0.239,0.565,0.196,0.326,0.25,0.255,0.248,0.13,0.313,0.321,-0.01,0,-0.005,70.1,92.4,16.2,26.7,6.7,6.7,46.7,83.16057467,95.30408333,71.7,23.9,31.8,49.4
 Erik Swanson,657024,2024,30,168,153,36,15,10,0,11,37,14,22,8.3,0.235,0.516,0.304,0.82,0.271,0.466,0.349,0.347,0.336,0.195,0.417,0.414,-0.036,0.05,0.002,71.2,92,12.8,38.8,12.1,7.8,50,82.56509879,95.44342103,73.6,15.8,23.5,50.4
 Bryan King,687911,2024,27,109,95,20,14,5,0,1,32,10,29.4,9.2,0.211,0.295,0.303,0.598,0.207,0.306,0.273,0.277,0.3,0.1,0.323,0.33,0.004,-0.011,-0.004,70.8,85.7,11.3,31.3,3.1,3.1,34.4,73.75382774,92.85437048,67.2,16.2,24.1,47.8
 John McMillon,669111,2024,26,47,41,7,6,0,0,1,13,5,27.7,10.6,0.171,0.244,0.261,0.505,0.161,0.233,0.234,0.227,0.252,0.072,0.262,0.25,0.01,0.011,0.007,71.1,85.8,8.6,24.1,3.4,6.9,20.7,75.40837214,92.16336536,60.5,19.6,37.5,44.4
 Drew Thorpe,689672,2024,23,190,165,35,16,11,0,8,25,21,13.2,11.1,0.212,0.424,0.302,0.726,0.242,0.43,0.315,0.333,0.329,0.188,0.312,0.336,-0.03,-0.006,-0.018,71.6,87.4,16.1,34.5,7,9.2,37.3,75.10129366,93.96069617,71.9,20,23.9,45.9
 A.J. Puk,640462,2024,29,294,262,51,28,17,1,5,88,28,29.9,9.5,0.195,0.324,0.276,0.6,0.197,0.293,0.265,0.257,0.279,0.096,0.331,0.316,-0.002,0.031,0.008,71,86.2,16.8,35.2,4,6.3,33.5,74.53626483,92.95583368,64.2,24.1,31.8,49.3
 Framber Valdez,664285,2024,30,703,634,140,102,24,1,13,169,55,24,7.8,0.221,0.323,0.287,0.61,0.233,0.34,0.272,0.287,0.301,0.106,0.315,0.337,-0.012,-0.017,-0.015,72.1,90.2,0.4,26,5.3,5.1,45,80.00072636,94.62055766,61.2,14.4,27.2,45
 Chad Green,643338,2024,33,210,190,41,26,7,0,8,46,14,21.9,6.7,0.216,0.379,0.271,0.65,0.233,0.426,0.276,0.302,0.288,0.193,0.325,0.361,-0.017,-0.047,-0.026,71.6,91.3,17.2,35.1,8.8,10.8,45.9,81.35781662,95.15058899,74.3,18.5,23.3,52.6
 Ryan Feltner,663372,2024,27,692,628,165,116,27,2,20,138,52,19.9,7.5,0.263,0.408,0.324,0.732,0.255,0.41,0.32,0.32,0.318,0.155,0.365,0.365,0.008,-0.002,0,71.5,88.1,11.9,33.1,6.5,7.5,36.8,76.69504886,93.8033453,68,17.6,23.9,48.1
 Bailey Falter,663559,2024,27,589,531,138,86,34,1,17,97,45,16.5,7.6,0.26,0.424,0.315,0.739,0.267,0.45,0.32,0.336,0.324,0.183,0.353,0.374,-0.007,-0.026,-0.016,71.9,90.1,17,36.6,9,7.4,41.3,79.92038041,94.43066048,67.8,13.7,19.6,49.5
 Mike Burrows,681347,2024,24,14,11,2,1,0,0,1,2,3,14.3,21.4,0.182,0.455,0.357,0.812,0.25,0.477,0.357,0.393,0.411,0.227,0.326,0.381,-0.068,-0.022,-0.036,71.3,90.1,21.4,11.1,11.1,11.1,44.4,80.665072,94.80128889,72.7,4.2,12.1,48.5
 Yariel Rodriguez,684320,2024,27,368,323,74,46,16,1,11,85,40,23.1,10.9,0.229,0.387,0.319,0.706,0.23,0.371,0.312,0.309,0.319,0.142,0.355,0.35,-0.001,0.016,0.003,71.8,87.8,16.8,28.9,6.3,3.8,37.2,76.52075126,93.72016055,66.3,16.3,25.7,45.4
 Tyler Jay,664079,2024,30,36,30,9,6,3,0,0,6,6,16.7,16.7,0.3,0.4,0.417,0.817,0.22,0.283,0.366,0.298,0.35,0.062,0.377,0.274,0.08,0.117,0.068,72,89.1,5.8,25,0,8.3,41.7,77.60007333,94.89327435,68.7,19.3,22.4,49.7
 Bryse Wilson,669060,2024,26,442,405,102,71,9,2,20,82,31,18.6,7,0.252,0.432,0.311,0.743,0.279,0.476,0.323,0.351,0.335,0.197,0.364,0.403,-0.027,-0.044,-0.028,71.9,89.7,16.7,37.5,9.2,7.7,44.3,78.44719333,94.77132502,68.1,15.9,20.8,48.3
 Austin Pruitt,643493,2024,34,24,20,8,4,1,0,3,1,3,4.2,12.5,0.4,0.9,0.458,1.358,0.495,0.998,0.535,0.615,0.539,0.504,0.547,0.638,-0.095,-0.098,-0.08,72.8,87.5,12.5,60,25,0,35,75.293817,93.8179535,72.7,4.2,5.7,44.9
