Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
133,Carmen Mlodzinski,26,PIT,NL,0.8,3,8,0.273,4.03,29,12,5,0,0,0,87,94,42,39,8,25,0,76,4,0,5,376,107,3.59,1.368,9.7,0.8,2.6,7.9,3.04,
134,Joey Wentz*,27,3TM,2LG,-0.3,5,6,0.455,5.82,36,10,9,0,0,0,85,91,58,55,10,38,3,77,1,0,3,379,74,4.24,1.518,9.6,1.1,4,8.2,2.03,
135,Michael Soroka,27,2TM,NL,0.7,3,8,0.273,4.86,17,17,0,0,0,0,83.1,69,45,45,12,25,0,90,14,1,2,351,86,4.26,1.128,7.5,1.3,2.7,9.7,3.6,
136,Trevor Williams,33,WSN,NL,-0.5,3,10,0.231,6.21,17,17,0,0,0,0,82.2,106,59,57,11,21,0,65,2,0,1,373,68,4.13,1.536,11.5,1.2,2.3,7.1,3.1,
137,Mike Burrows,25,PIT,NL,1.2,2,4,0.333,4.08,19,16,0,0,0,0,81.2,74,38,37,12,29,1,82,5,0,2,345,106,4.29,1.261,8.2,1.3,3.2,9,2.83,
138,Emerson Hancock,26,SEA,AL,-0.7,3,5,0.375,5.42,18,15,0,0,0,0,81.1,90,51,49,15,31,0,55,5,1,2,356,69,5.51,1.488,10,1.7,3.4,6.1,1.77,
139,Clarke Schmidt,29,NYY,AL,1.6,4,4,0.5,3.32,14,14,0,0,0,0,78.2,56,29,29,9,30,0,73,1,2,2,316,122,3.95,1.093,6.4,1,3.4,8.4,2.43,
140,Logan Evans,24,SEA,AL,-0.1,6,5,0.545,4.37,15,15,0,0,0,0,78.1,80,44,38,13,30,1,58,4,0,4,338,86,5.12,1.404,9.2,1.5,3.4,6.7,1.93,
141,Ben Casparius,26,LAD,NL,-0.2,7,5,0.583,4.64,46,3,6,0,0,2,77.2,78,41,40,8,21,0,71,3,0,1,333,90,3.58,1.275,9,0.9,2.4,8.2,3.38,
142,Tyler Mahle,30,TEX,AL,1.8,6,3,0.667,2.34,14,14,0,0,0,0,77,60,20,20,4,27,0,56,0,1,0,308,159,3.41,1.13,7,0.5,3.2,6.5,2.07,
143,Valente Bellozo,25,MIA,NL,0.9,1,4,0.2,3.99,28,6,12,0,0,0,76.2,74,35,34,9,23,0,51,4,1,0,322,111,4.39,1.265,8.7,1.1,2.7,6,2.22,
144,Kyle Leahy,28,STL,NL,1.4,4,1,0.8,2.93,55,0,11,0,0,1,76.2,67,26,25,5,26,1,69,1,0,5,315,143,3.25,1.213,7.9,0.6,3.1,8.1,2.65,
145,Keider Montero,24,DET,AL,0.3,4,3,0.571,4.7,16,9,0,0,0,0,76.2,84,42,40,14,26,0,55,2,0,2,332,90,5.18,1.435,9.9,1.6,3.1,6.5,2.12,
146,Griffin Canning,29,NYM,NL,1.1,7,3,0.7,3.77,16,16,0,0,0,0,76.1,70,35,32,8,35,0,70,0,0,3,328,108,4.04,1.376,8.3,0.9,4.1,8.3,2,
147,J.T. Ginn,26,ATH,AL,0.6,3,6,0.333,4.95,20,13,0,0,0,0,76.1,79,43,42,16,23,1,86,4,0,1,327,85,4.67,1.336,9.3,1.9,2.7,10.1,3.74,
148,Jimmy Herget,31,COL,NL,2.7,1,2,0.333,2.5,51,0,8,0,0,0,75.2,68,22,21,6,24,1,66,7,2,2,319,197,3.66,1.216,8.1,0.7,2.9,7.9,2.75,
149,Eury Pérez,22,MIA,NL,0.5,6,5,0.545,4.66,16,16,0,0,0,0,75.1,55,41,39,11,28,0,72,3,1,7,307,95,4.36,1.102,6.6,1.3,3.3,8.6,2.57,
150,Mitch Spence,27,ATH,AL,-0.2,2,5,0.286,4.7,29,7,3,0,0,1,74.2,78,47,39,15,22,2,63,4,0,1,323,90,5.11,1.339,9.4,1.8,2.7,7.6,2.86,
151,Max Scherzer,40,TOR,AL,1.1,5,3,0.625,4.36,14,14,0,0,0,0,74.1,66,36,36,16,20,0,70,2,0,1,302,100,4.94,1.157,8,1.9,2.4,8.5,3.5,
152,Colton Gordon*,26,HOU,AL,-0.6,4,4,0.5,5.67,16,14,1,0,0,0,73,96,49,46,18,15,2,64,2,1,3,330,74,5.29,1.521,11.8,2.2,1.8,7.9,4.27,
153,Michael McGreevy,24,STL,NL,0.3,6,3,0.667,4.68,13,12,1,0,0,0,73,80,41,38,8,12,0,43,3,1,0,307,89,4,1.26,9.9,1,1.5,5.3,3.58,
154,Joey Cantillo*,25,CLE,AL,0.5,4,3,0.571,3.73,30,9,10,0,0,1,72.1,63,35,30,8,38,0,87,0,0,2,314,113,3.75,1.396,7.8,1,4.7,10.8,2.29,
155,Zach Eflin,31,BAL,AL,-0.4,6,5,0.545,5.93,14,14,0,0,0,0,71.1,88,48,47,18,13,0,50,2,0,1,309,68,5.65,1.416,11.1,2.3,1.6,6.3,3.85,
156,Osvaldo Bido,29,ATH,AL,-0.6,2,5,0.286,5.83,22,10,6,0,0,1,71,85,50,46,17,29,1,55,6,0,0,325,72,6.18,1.606,10.8,2.2,3.7,7,1.9,
157,Eduard Bazardo,29,SEA,AL,1.6,5,0,1,2.57,64,0,18,0,0,0,70,46,21,20,9,26,2,70,2,0,2,278,146,4.01,1.029,5.9,1.2,3.3,9,2.69,
158,Spencer Bivens,31,SFG,NL,-0.1,3,3,0.5,4.11,46,0,14,0,0,1,70,75,38,32,5,21,1,51,3,0,3,301,96,3.64,1.371,9.6,0.6,2.7,6.6,2.43,
159,Bryce Miller,26,SEA,AL,-0.4,4,5,0.444,5.53,14,14,0,0,0,0,70,69,43,43,12,29,0,53,3,0,2,304,68,5.23,1.4,8.9,1.5,3.7,6.8,1.83,
160,Steven Matz*,34,2TM,2LG,0.7,5,2,0.714,3.09,45,2,4,0,0,2,70,66,29,24,6,11,0,56,2,0,3,283,136,3.21,1.1,8.5,0.8,1.4,7.2,5.09,
161,Jack Dreyer*,26,LAD,NL,1.3,2,2,0.5,2.74,59,5,13,0,0,3,69,51,22,21,3,22,3,65,0,0,1,277,153,2.78,1.058,6.7,0.4,2.9,8.5,2.95,
162,Jose A. Ferrer*,25,WSN,NL,0.7,4,3,0.571,3.91,65,0,13,0,0,7,69,66,32,30,3,14,0,60,5,0,4,282,107,2.79,1.159,8.6,0.4,1.8,7.8,4.29,
163,Aaron Nola,32,PHI,NL,-0.6,3,8,0.273,6.78,13,13,0,0,0,0,69,81,54,52,15,23,0,72,4,0,1,306,66,5.05,1.507,10.6,2,3,9.4,3.13,
164,Ryan Bergert,25,2TM,2LG,2.2,2,1,0.667,2.61,17,13,2,0,0,0,69,46,21,20,8,29,0,65,1,0,1,281,162,4.07,1.087,6,1,3.8,8.5,2.24,
165,Tyler Glasnow,31,LAD,NL,1.4,1,3,0.25,3.41,14,14,0,0,0,0,68.2,44,27,26,10,32,0,81,2,2,4,279,123,4.16,1.107,5.8,1.3,4.2,10.6,2.53,
166,Jacob Latz*,29,TEX,AL,0.7,1,0,1,3.15,28,5,5,0,0,1,68.2,57,25,24,6,31,2,62,0,0,2,283,118,3.83,1.282,7.5,0.8,4.1,8.1,2,
167,Reese Olson,25,DET,AL,1.7,4,4,0.5,3.15,13,13,0,0,0,0,68.2,58,24,24,5,25,2,65,5,0,2,285,134,3.51,1.209,7.6,0.7,3.3,8.5,2.6,
168,Tylor Megill,29,NYM,NL,0.3,5,5,0.5,3.95,14,14,0,0,0,0,68.1,60,37,30,6,33,0,89,7,0,3,305,103,3.43,1.361,7.9,0.8,4.3,11.7,2.7,
169,Tyler Phillips,27,MIA,NL,1.3,2,1,0.667,3.16,47,1,17,0,0,3,68.1,62,26,24,8,22,0,46,2,0,5,280,141,4.37,1.229,8.2,1.1,2.9,6.1,2.09,
170,Abner Uribe,25,MIL,NL,2.3,2,2,0.5,1.84,68,0,11,0,0,5,68.1,48,17,14,4,26,2,81,5,1,5,272,227,2.89,1.083,6.3,0.5,3.4,10.7,3.12,
171,Tyler Rogers,34,2TM,NL,2.3,4,5,0.444,1.84,71,0,12,0,0,0,68.1,60,15,14,3,5,0,46,1,0,0,263,217,2.63,0.951,7.9,0.4,0.7,6.1,9.2,
172,Tyler Holton*,29,DET,AL,0.5,5,4,0.556,3.86,61,5,5,0,0,0,67.2,60,31,29,14,16,1,54,0,0,3,274,109,4.94,1.123,8,1.9,2.1,7.2,3.38,
173,Carlos Vargas,25,SEA,AL,0.3,4,5,0.444,3.61,61,0,9,0,0,1,67.1,70,32,27,7,23,4,45,5,1,4,288,104,4.4,1.381,9.4,0.9,3.1,6,1.96,
174,Jordan Hicks,28,2TM,2LG,-1.8,2,7,0.222,6.95,34,9,10,0,0,2,67.1,80,56,52,6,32,1,58,8,0,10,314,58,4.36,1.663,10.7,0.8,4.3,7.8,1.81,
175,Pablo López,29,MIN,AL,1.9,5,4,0.556,2.84,12,12,0,0,0,0,66.2,57,24,21,6,15,0,65,3,2,1,272,152,3.17,1.08,7.7,0.8,2,8.8,4.33,
176,Brent Suter*,35,CIN,NL,0.3,1,2,0.333,4.61,46,3,18,0,0,0,66.1,68,38,34,11,18,1,51,2,0,2,286,100,4.66,1.296,9.2,1.5,2.4,6.9,2.83,
177,Edwin Uceta,27,TBR,AL,0.7,9,2,0.818,3.66,62,0,10,0,0,1,66.1,53,28,27,9,26,3,90,7,3,0,281,114,3.68,1.191,7.2,1.2,3.5,12.2,3.46,
178,Yariel Rodríguez,28,TOR,AL,1.4,2,1,0.667,3.14,59,1,16,0,0,2,66,43,24,23,7,29,2,61,5,1,2,264,138,4.22,1.091,5.9,1,4,8.3,2.1,
179,Hayden Birdsong,23,SFG,NL,-0.6,4,4,0.5,4.8,21,10,2,0,0,0,65.2,61,42,35,10,37,0,68,5,0,6,298,82,4.97,1.492,8.4,1.4,5.1,9.3,1.84,
180,Jason Adam,33,SDP,NL,2.5,8,4,0.667,1.93,65,0,4,0,0,0,65.1,50,18,14,4,25,3,70,3,0,3,270,224,3.08,1.148,6.9,0.6,3.4,9.6,2.8,AS
181,Adrián Morejón*,26,SDP,NL,2.5,11,4,0.733,1.79,66,0,9,0,0,3,65.1,40,18,13,2,13,2,64,0,0,2,249,241,2.18,0.811,5.5,0.3,1.8,8.8,4.92,AS
182,Jackson Rutledge,26,WSN,NL,-0.1,3,2,0.6,5.37,55,0,17,0,0,0,65.1,75,41,39,14,21,0,61,6,0,5,291,78,5.3,1.469,10.3,1.9,2.9,8.4,2.9,
183,Garrett Whitlock,29,BOS,AL,1.9,6,3,0.667,2.48,56,0,9,0,0,1,65.1,49,21,18,2,24,2,79,5,0,3,269,168,2.45,1.117,6.8,0.3,3.3,10.9,3.29,
184,Tony Santillan,28,CIN,NL,2.4,1,5,0.167,2.63,70,0,14,0,0,5,65,47,21,19,7,25,0,66,4,0,3,266,176,3.85,1.108,6.5,1,3.5,9.1,2.64,
185,Zebby Matthews,25,MIN,AL,0.8,4,4,0.5,4.73,13,13,0,0,0,0,64.2,72,35,34,10,20,0,75,0,0,2,282,91,3.76,1.423,10,1.4,2.8,10.4,3.75,
186,Max Meyer,26,MIA,NL,0.1,3,5,0.375,4.73,12,12,0,0,0,0,64.2,72,39,34,12,20,0,68,2,1,0,285,94,4.47,1.423,10,1.7,2.8,9.5,3.4,
187,Corbin Burnes,30,ARI,NL,2.1,3,2,0.6,2.66,11,11,0,0,0,0,64.1,49,23,19,7,26,1,63,3,2,1,265,166,3.95,1.166,6.9,1,3.6,8.8,2.42,
188,Kumar Rocker,25,TEX,AL,-1.1,4,5,0.444,5.74,14,14,0,0,0,0,64.1,71,42,41,11,23,0,56,4,0,6,287,65,4.88,1.461,9.9,1.5,3.2,7.8,2.43,
189,Bryan Abreu,28,HOU,AL,2.3,3,4,0.429,2.25,63,0,13,0,0,4,64,43,16,16,4,27,0,98,4,0,3,265,186,2.34,1.094,6,0.6,3.8,13.8,3.63,
190,Bowden Francis,29,TOR,AL,-0.7,2,8,0.2,6.05,14,14,0,0,0,0,64,71,46,43,19,27,0,54,6,0,3,288,72,6.86,1.531,10,2.7,3.8,7.6,2,
191,Shawn Armstrong,34,TEX,AL,1.2,4,3,0.571,2.4,61,2,20,0,0,7,63.2,33,19,17,4,18,0,64,6,0,3,245,155,3.08,0.801,4.7,0.6,2.5,9,3.56,
192,Jeremiah Estrada,26,SDP,NL,1.1,4,5,0.444,3.53,67,0,6,0,0,3,63.2,51,28,25,9,24,2,92,3,0,2,266,122,3.36,1.178,7.2,1.3,3.4,13,3.83,
193,Steven Okert*,33,HOU,AL,1.3,2,2,0.5,2.97,59,1,7,0,0,1,63.2,38,22,21,6,15,1,75,2,0,0,242,141,2.81,0.832,5.4,0.8,2.1,10.6,5,
194,Cade Smith,26,CLE,AL,0.3,6,5,0.545,3.25,66,0,21,0,0,11,63.2,51,30,23,3,19,3,88,3,2,2,266,130,2.03,1.099,7.2,0.4,2.7,12.4,4.63,
195,Louis Varland,27,2TM,AL,1.4,4,3,0.571,3.25,67,0,8,0,0,0,63.2,62,26,23,5,19,1,64,2,0,0,264,133,3.14,1.272,8.8,0.7,2.7,9,3.37,
196,Ronny Henriquez,25,MIA,NL,1.9,7,1,0.875,2.42,61,0,8,0,0,6,63.1,45,21,17,8,24,2,86,3,2,2,262,184,3.35,1.089,6.4,1.1,3.4,12.2,3.58,
197,Hoby Milner*,34,TEX,AL,-0.3,2,4,0.333,3.55,64,0,8,0,0,0,63.1,58,29,25,3,17,2,54,2,0,0,260,105,2.95,1.184,8.2,0.4,2.4,7.7,3.18,
198,Wandy Peralta*,33,SDP,NL,0.8,5,1,0.833,3.41,63,1,14,0,0,0,63.1,61,28,24,4,28,3,56,2,1,1,282,127,3.61,1.405,8.7,0.6,4,8,2,
199,Reid Detmers*,25,LAA,AL,1.3,5,3,0.625,4,60,0,7,0,0,3,63,57,29,28,6,25,4,80,2,0,2,263,108,3.13,1.302,8.1,0.9,3.6,11.4,3.2,
200,Grant Anderson,28,MIL,NL,0.5,2,5,0.286,2.87,57,0,17,0,0,0,62.2,49,28,20,6,27,3,66,2,0,0,266,146,3.67,1.213,7,0.9,3.9,9.5,2.44,
201,Scott Barlow,32,CIN,NL,1,6,3,0.667,3.88,69,1,5,0,0,1,62.2,46,30,27,7,41,3,71,5,0,2,277,119,4.53,1.388,6.6,1,5.9,10.2,1.73,
202,Cole Sands,27,MIN,AL,1,3,3,0.5,3.73,60,3,13,0,0,2,62.2,54,30,26,6,16,0,58,2,0,3,255,115,3.4,1.117,7.8,0.9,2.3,8.3,3.63,
203,Lake Bachar,30,MIA,NL,0.6,5,2,0.714,4.04,46,1,12,0,0,3,62.1,49,31,28,8,29,3,67,3,0,4,263,110,4.2,1.251,7.1,1.2,4.2,9.7,2.31,
204,Brad Keller,29,CHC,NL,1.1,4,1,0.8,2.17,60,1,6,0,0,1,62.1,40,17,15,3,20,0,65,6,0,1,248,176,2.93,0.963,5.8,0.4,2.9,9.4,3.25,
205,Tyler Kinley,34,2TM,NL,0.9,5,3,0.625,4.48,64,0,18,0,0,3,62.1,48,34,31,5,32,4,66,3,1,6,271,107,3.75,1.283,6.9,0.7,4.6,9.5,2.06,
206,Jhoan Duran,27,2TM,2LG,3,6,6,0.5,1.89,64,0,49,0,0,27,62,50,16,13,1,18,4,68,3,0,2,254,231,2.17,1.097,7.3,0.1,2.6,9.9,3.78,
207,José Buttó,27,2TM,NL,0.7,4,3,0.571,3.5,49,0,8,0,0,1,61.2,53,26,24,3,27,1,55,2,1,3,254,116,3.4,1.297,7.7,0.4,3.9,8,2.04,
208,Tanner Banks*,33,PHI,NL,1.4,5,2,0.714,3.23,61,1,10,0,0,1,61.1,49,23,22,9,10,1,56,1,0,2,240,138,3.76,0.962,7.2,1.3,1.5,8.2,5.6,
209,Brandon Eisert*,27,CHW,AL,0.5,3,5,0.375,4.11,62,3,13,0,0,2,61.1,62,30,28,9,20,5,66,5,1,1,265,102,4.12,1.337,9.1,1.3,2.9,9.7,3.3,
210,Carlos Estévez,32,KCR,AL,1.9,4,5,0.444,2.49,62,0,53,0,0,38,61.1,44,21,17,5,21,6,52,3,1,2,250,164,3.68,1.06,6.5,0.7,3.1,7.6,2.48,AS
211,Tim Hill*,35,NYY,AL,1.1,4,4,0.5,2.93,63,0,17,0,0,0,61.1,52,24,20,7,15,2,34,0,0,1,245,138,4.25,1.092,7.6,1,2.2,5,2.27,
212,Hunter Dobbins,25,BOS,AL,0.5,4,1,0.8,4.13,13,11,0,0,0,0,61,61,30,28,6,17,1,45,2,0,0,256,101,3.88,1.279,9,0.9,2.5,6.6,2.65,
213,Dylan Lee*,30,ATL,NL,0.8,2,4,0.333,3.39,66,0,6,0,0,2,61,51,25,23,12,14,1,66,0,3,3,243,125,4.22,1.066,7.5,1.8,2.1,9.7,4.71,
214,Dennis Santana,29,PIT,NL,2.2,4,5,0.444,2.36,61,0,28,0,0,13,61,41,17,16,4,15,0,50,2,0,0,237,183,3.19,0.918,6,0.6,2.2,7.4,3.33,
215,Will Vest,30,DET,AL,1.9,6,3,0.667,2.66,57,0,36,0,0,20,61,49,20,18,4,20,1,65,1,0,3,248,159,2.9,1.131,7.2,0.6,3,9.6,3.25,
216,Ryan Yarbrough*,33,NYY,AL,1.1,3,1,0.75,3.71,17,8,3,0,0,0,60.2,51,25,25,11,17,0,52,2,0,0,245,109,4.72,1.121,7.6,1.6,2.5,7.7,3.06,
217,Jeff Hoffman,32,TOR,AL,0.2,8,6,0.571,4.77,63,0,52,0,0,30,60.1,50,33,32,14,21,1,78,3,0,2,253,91,4.77,1.177,7.5,2.1,3.1,11.6,3.71,
218,Brendon Little*,28,TOR,AL,1,4,2,0.667,3.13,68,0,4,0,0,1,60.1,43,26,21,2,39,4,85,2,1,5,262,139,2.79,1.359,6.4,0.3,5.8,12.7,2.18,
219,Tanner Gordon,27,COL,NL,0.2,5,6,0.455,6.6,12,12,0,0,0,0,60,81,48,44,10,15,0,46,2,1,1,272,75,4.62,1.6,12.2,1.5,2.3,6.9,3.07,
220,Jakob Junis,32,CLE,AL,0.9,3,1,0.75,2.85,51,0,8,0,0,0,60,58,20,19,4,18,2,44,4,0,0,248,148,3.64,1.267,8.7,0.6,2.7,6.6,2.44,
221,Robert Suarez,34,SDP,NL,2.1,4,5,0.444,3,61,0,49,0,0,36,60,44,21,20,4,14,2,63,2,0,1,234,144,2.71,0.967,6.6,0.6,2.1,9.5,4.5,AS
222,Justin Topa,34,MIN,AL,0.4,1,5,0.167,3.9,54,1,17,0,0,4,60,68,32,26,2,18,3,49,4,0,0,268,110,3.04,1.433,10.2,0.3,2.7,7.4,2.72,
223,Bryan Baker,30,2TM,AL,0.5,3,4,0.429,3.75,64,0,9,0,0,3,60,46,27,25,12,15,0,76,0,0,1,234,110,3.96,1.017,6.9,1.8,2.3,11.4,5.07,
224,Brandon Woodruff,32,MIL,NL,1,6,2,0.75,3.32,11,11,0,0,0,0,59.2,43,25,22,8,14,0,74,3,0,1,239,126,3.26,0.955,6.5,1.2,2.1,11.2,5.29,
225,Jason Alexander,32,2TM,AL,0.7,4,1,0.8,4.68,14,9,4,0,0,1,59.2,61,33,31,11,22,0,52,3,0,1,263,90,5.05,1.391,9.2,1.7,3.3,7.8,2.36,
226,Bryan King*,28,HOU,AL,1.4,5,3,0.625,2.73,61,0,8,0,0,1,59.1,54,18,18,7,11,0,67,4,0,3,244,153,3.17,1.096,8.2,1.1,1.7,10.2,6.09,
227,Greg Weissert,30,BOS,AL,0.7,6,5,0.545,3.03,65,0,9,0,0,3,59.1,52,26,20,6,18,1,47,2,0,1,247,138,3.88,1.18,7.9,0.9,2.7,7.1,2.61,
228,Camilo Doval,27,2TM,2LG,0.1,4,3,0.571,3.49,62,0,35,0,0,16,59.1,47,31,23,3,33,1,63,3,4,4,255,114,3.49,1.348,7.1,0.5,5,9.6,1.91,
229,Hunter Gaddis,27,CLE,AL,0.8,2,2,0.5,3.36,63,0,7,0,0,2,59,51,23,22,7,21,2,63,1,0,2,245,126,3.67,1.22,7.8,1.1,3.2,9.6,3,
230,Justin Wrobleski*,24,LAD,NL,0.2,4,5,0.444,3.97,18,2,8,0,0,1,59,55,28,26,5,17,1,64,2,0,1,247,106,3.04,1.22,8.4,0.8,2.6,9.8,3.76,
231,Kolby Allard*,27,CLE,AL,1,2,2,0.5,2.91,29,2,15,0,0,0,58.2,63,22,19,5,12,3,36,1,0,0,245,145,3.69,1.278,9.7,0.8,1.8,5.5,3,
232,Brant Hurter*,26,DET,AL,0.6,3,3,0.5,2.45,38,4,5,0,0,2,58.2,49,25,16,4,27,3,62,11,0,2,256,172,3.86,1.295,7.5,0.6,4.1,9.5,2.3,
233,Raisel Iglesias,35,ATL,NL,0.7,4,6,0.4,3.68,61,0,48,0,0,24,58.2,48,25,24,8,12,2,63,2,0,0,234,115,3.48,1.023,7.4,1.2,1.8,9.7,5.25,
234,Daniel Lynch IV*,28,KCR,AL,1.2,5,2,0.714,2.91,52,2,8,0,0,1,58.2,60,20,19,6,24,1,37,6,0,1,256,141,4.74,1.432,9.2,0.9,3.7,5.7,1.54,
235,Emilio Pagán,34,CIN,NL,1.3,2,4,0.333,3.38,60,0,48,0,0,26,58.2,37,26,22,10,20,0,71,1,1,1,233,137,4.01,0.972,5.7,1.5,3.1,10.9,3.55,
236,Anthony Banda*,31,LAD,NL,0.7,5,1,0.833,3.39,64,0,13,0,0,0,58.1,43,22,22,7,30,5,52,2,0,7,243,124,4.56,1.251,6.6,1.1,4.6,8,1.73,
237,Graham Ashcraft,27,CIN,NL,0.4,8,5,0.615,3.72,53,0,5,0,0,0,58,60,32,24,2,24,0,56,0,0,5,254,124,2.9,1.448,9.3,0.3,3.7,8.7,2.33,
238,Jared Koenig*,31,MIL,NL,1,5,1,0.833,3.26,65,0,6,0,0,1,58,53,21,21,6,19,1,58,3,0,1,240,129,3.62,1.241,8.2,0.9,2.9,9,3.05,
239,Ángel Zerpa*,25,KCR,AL,0.7,5,1,0.833,3.57,62,2,4,0,0,0,58,58,23,23,6,18,0,54,2,0,0,243,115,3.66,1.31,9,0.9,2.8,8.4,3,
240,Griffin Jax,30,2TM,AL,-0.1,1,7,0.125,4.81,65,1,6,0,0,0,58,61,33,31,7,19,3,89,1,0,0,256,89,2.68,1.379,9.5,1.1,2.9,13.8,4.68,
241,Austin Gomber*,31,COL,NL,-0.6,0,7,0,7.49,12,12,0,0,0,0,57.2,82,51,48,16,17,0,34,1,0,4,272,66,6.51,1.717,12.8,2.5,2.7,5.3,2,
242,Brenan Hanifee,27,DET,AL,-0.1,3,3,0.5,3.12,52,0,10,0,0,0,57.2,61,31,20,3,13,2,38,2,0,2,249,135,3.28,1.283,9.5,0.5,2,5.9,2.92,
243,Michael King,30,SDP,NL,1.4,4,2,0.667,2.81,11,11,0,1,1,0,57.2,44,21,18,6,19,0,65,2,0,2,236,154,3.33,1.092,6.9,0.9,3,10.1,3.42,
244,Luke Weaver,31,NYY,AL,1.4,3,4,0.429,2.81,55,0,16,0,0,8,57.2,38,20,18,9,17,1,64,1,0,1,230,144,3.89,0.954,5.9,1.4,2.7,10,3.76,
245,Brandon Young,26,BAL,AL,-0.6,1,7,0.125,6.24,12,12,0,0,0,0,57.2,67,42,40,12,22,0,47,0,0,0,256,65,5.36,1.543,10.5,1.9,3.4,7.3,2.14,
246,Lucas Erceg,30,KCR,AL,1.4,7,4,0.636,2.67,58,0,9,0,0,2,57.1,50,18,17,3,18,3,45,4,0,3,234,154,3.4,1.186,7.8,0.5,2.8,7.1,2.5,
247,Matt Strahm*,33,PHI,NL,1.8,2,3,0.4,2.83,61,0,18,0,0,6,57.1,45,21,18,5,18,1,67,2,0,3,236,158,2.98,1.099,7.1,0.8,2.8,10.5,3.72,
248,Jacob Webb,31,TEX,AL,-0.2,5,4,0.556,3.47,48,0,9,0,0,1,57,45,24,22,10,17,2,47,2,0,0,235,107,4.77,1.088,7.1,1.6,2.7,7.4,2.76,
249,Brock Burke*,28,LAA,AL,1.7,6,1,0.857,3.02,64,1,12,0,0,0,56.2,52,20,19,7,18,4,48,3,1,0,236,143,4.16,1.235,8.3,1.1,2.9,7.6,2.67,
250,Enyel De Los Santos,29,2TM,2LG,0.6,5,3,0.625,3.65,55,0,8,0,0,0,56.2,46,26,23,3,21,2,51,2,1,2,236,116,3.25,1.182,7.3,0.5,3.3,8.1,2.43,
250,Enyel De Los Santos,29,ATL,NL,-0.3,3,3,0.5,4.53,43,0,6,0,0,0,43.2,39,25,22,2,18,2,38,2,1,2,189,94,3.37,1.305,8,0.4,3.7,7.8,2.11,
250,Enyel De Los Santos,29,HOU,AL,0.9,2,0,1,0.69,12,0,2,0,0,0,13,7,1,1,1,3,0,13,0,0,0,47,617,2.83,0.769,4.8,0.7,2.1,9,4.33,
251,John Schreiber,31,KCR,AL,0.7,3,2,0.6,3.51,65,0,6,0,0,1,56.1,50,24,22,8,18,1,59,1,0,2,235,117,3.9,1.207,8,1.3,2.9,9.4,3.28,
252,Justin Sterner,28,ATH,AL,1.1,3,3,0.5,3.51,52,1,7,0,0,0,56.1,41,23,22,9,18,1,59,6,0,1,230,120,4.4,1.047,6.6,1.4,2.9,9.4,3.28,
253,Caleb Ferguson*,28,2TM,2LG,0.6,3,4,0.429,3.99,61,0,4,0,0,0,56.1,49,26,25,2,19,3,43,6,0,0,236,106,3.41,1.207,7.8,0.3,3,6.9,2.26,
254,Keegan Akin*,30,BAL,AL,0.9,4,4,0.5,3.21,55,3,13,0,0,4,56,46,24,20,8,28,2,52,1,0,2,235,126,4.69,1.321,7.4,1.3,4.5,8.4,1.86,
255,Jordan Leasure,26,CHW,AL,0.5,4,6,0.4,3.88,60,1,15,0,0,7,55.2,45,26,24,10,28,1,72,1,0,3,239,108,4.45,1.311,7.3,1.6,4.5,11.6,2.57,
256,Yuki Matsui*,29,SDP,NL,0.4,2,1,0.667,4.37,55,0,16,0,0,1,55.2,49,28,27,9,28,2,56,1,0,5,242,99,4.79,1.383,7.9,1.5,4.5,9.1,2,
257,Braxton Ashcraft,25,PIT,NL,1.7,4,2,0.667,2.44,22,6,6,0,0,0,55.1,47,16,15,1,19,1,52,1,0,0,229,177,2.58,1.193,7.6,0.2,3.1,8.5,2.74,
258,Seranthony Domínguez,30,2TM,AL,0.2,3,4,0.429,3.42,59,0,13,0,0,2,55.1,41,29,21,5,33,2,71,2,0,12,234,122,3.65,1.337,6.7,0.8,5.4,11.5,2.15,
259,Jake Bird,29,2TM,2LG,0,4,2,0.667,5.53,48,0,6,0,0,0,55.1,60,37,34,7,25,4,66,3,0,4,248,89,3.92,1.536,9.8,1.1,4.1,10.7,2.64,
260,Aroldis Chapman*,37,BOS,AL,3.4,4,2,0.667,0.98,60,0,37,0,0,29,55,21,7,6,3,14,0,81,0,0,4,201,426,1.67,0.636,3.4,0.5,2.3,13.3,5.79,AS
261,Jacob Misiorowski,23,MIL,NL,0.8,5,2,0.714,4.09,12,12,0,0,0,0,55,36,26,25,6,24,0,77,1,0,1,220,103,3.12,1.091,5.9,1,3.9,12.6,3.21,AS
262,Ryan Walker,29,SFG,NL,0.2,5,5,0.5,3.93,60,0,31,0,0,14,55,50,28,24,3,14,1,55,6,2,1,230,100,2.94,1.164,8.2,0.5,2.3,9,3.93,
263,Aaron Ashby*,27,MIL,NL,1.5,3,1,0.75,2.3,35,1,9,0,0,3,54.2,40,14,14,3,21,0,62,4,0,5,218,182,2.96,1.116,6.6,0.5,3.5,10.2,2.95,
264,Robert Garcia*,29,TEX,AL,0.2,3,7,0.3,3.13,62,0,24,0,0,9,54.2,50,24,19,7,20,1,61,0,1,1,230,119,3.67,1.28,8.2,1.2,3.3,10,3.05,
